HOUSEID_x,PERSONID_x,R_AGE,R_HISP,R_SEX,R_RACE,WKFMHM22,HHSIZE,HHVEHCNT,HHFAMINC,URBANSIZE,URBRUR,uni_Per_ID,YOUNGCHILD,Highschool,EDU_College,HM_OWN,NONHISWHITE,Race_Black,Race_Asian,Race_White,weekday,DRVRCNT,Total_TT,Total_AT,AT_ReguHMact,TT_ReguHMact,ReguHMact,AT_WorkFromHM,TT_WorkFromHM,WorkFromHM,AT_WorkNonHM,TT_WorkNonHM,WorkNonHM,AT_School,TT_School,School,AT_Shopping,TT_Shopping,Shopping,AT_Social1,TT_Social1,Social1,AT_Social2,TT_Social2,Social2,AT_Social3,TT_Social3,Social3,AT_Social4,TT_Social4,Social4,AT_Personal_self,TT_Personal_self,Personal_self,AT_Personal_meal,TT_Personal_meal,Personal_meal,AT_Family_business,TT_Family_business,Family_business,AT_Pick_Drop,TT_Pick_Drop,Pick_Drop,HW_TIME
9000046252,2,46,0,1.0,1,0,4,3,250.0,0,1,9000046252_2,0,1,1,1,1,0,0,1,0,3,145,500,385,70,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,5,60,0,0,0,60,70,130,1250
9000046263,1,63,0,1.0,1,0,1,1,62.5,0,1,9000046263_1,0,1,1,1,1,0,0,1,1,1,70,530,0,35,35,0,0,0,530,35,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,875
9000046264,1,62,0,1.0,1,1,1,1,87.5,0,1,9000046264_1,0,1,1,1,1,0,0,1,1,1,45,105,0,15,15,0,0,0,0,0,0,0,0,0,100,20,120,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1305
9000046280,2,60,0,1.0,1,1,2,2,112.5,0,1,9000046280_2,0,1,1,1,1,0,0,1,1,2,60,45,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,30,75,0,0,0,0,0,0,0,0,0,1365
9000046291,1,62,0,0.0,3,0,2,2,30.0,1,1,9000046291_1,0,1,0,1,0,0,1,0,1,1,40,650,0,20,20,0,0,0,650,20,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,770
9000046292,1,58,0,0.0,1,1,2,1,175.0,0,1,9000046292_1,0,1,1,1,1,0,0,1,1,2,20,80,0,0,0,0,10,10,80,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350
9000046292,2,66,1,0.0,1,1,2,1,175.0,0,1,9000046292_2,0,1,1,1,0,0,0,1,1,2,20,80,0,0,0,0,10,10,80,10,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350
9000046300,2,39,1,0.0,97,0,3,1,87.5,0,1,9000046300_2,1,1,0,1,0,0,0,0,0,2,120,480,0,60,60,0,0,0,480,60,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900
9000046310,1,55,0,1.0,1,0,3,3,250.0,1,1,9000046310_1,0,1,1,1,1,0,0,1,1,3,240,60,0,120,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,120,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260
9000046310,3,29,0,0.0,1,0,3,3,250.0,1,1,9000046310_3,0,1,0,1,1,0,0,1,1,3,120,540,0,60,60,0,0,0,540,60,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840
9000046342,1,28,0,0.0,1,1,1,6,175.0,0,1,9000046342_1,0,1,1,0,1,0,0,1,1,1,8,36,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,4,40,0,0,0,1400
9000046382,1,61,0,0.0,1,0,2,2,62.5,1,1,9000046382_1,0,1,0,1,1,0,0,1,0,2,150,505,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,45,225,0,0,0,0,0,0,0,0,0,325,80,405,0,0,0,810
9000046382,2,57,0,1.0,1,0,2,2,62.5,1,1,9000046382_2,0,1,0,1,1,0,0,1,0,2,115,195,0,25,25,0,0,0,0,0,0,0,0,0,0,45,45,0,0,0,0,0,0,195,45,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155
9000046386,1,74,0,0.0,1,1,2,2,175.0,0,1,9000046386_1,0,1,1,1,1,0,0,1,0,2,80,395,110,20,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,100,0,0,0,0,0,0,195,50,245,0,0,0,1095
9000046438,1,59,0,0.0,1,0,1,3,62.5,0,1,9000046438_1,0,1,0,0,1,0,0,1,0,1,50,755,0,25,25,0,0,0,755,25,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660
9000046482,1,40,0,0.0,1,0,2,2,30.0,0,1,9000046482_1,0,1,1,1,1,0,0,1,0,2,277,768,306,51,357,0,0,0,125,115,240,0,0,0,0,0,0,0,0,0,183,49,232,0,0,0,144,15,159,0,0,0,0,0,0,0,0,0,10,47,57,752
9000046482,2,39,0,1.0,1,1,2,2,30.0,0,1,9000046482_2,0,1,1,1,1,0,0,1,0,2,37,144,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144,15,159,0,0,0,0,0,0,0,0,0,0,0,0,1281
9000046506,1,37,0,0.0,1,1,4,2,175.0,0,1,9000046506_1,0,1,1,1,1,0,0,1,1,2,90,215,0,45,45,0,0,0,215,45,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180
9000046526,1,28,0,1.0,1,1,2,2,62.5,0,1,9000046526_1,0,1,1,0,1,0,0,1,0,2,86,329,145,30,175,0,0,0,0,0,0,0,0,0,64,46,110,120,10,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200
9000046526,2,26,0,0.0,1,1,2,2,62.5,0,1,9000046526_2,0,1,1,0,1,0,0,1,0,2,20,120,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,120,10,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310
9000046550,1,81,0,0.0,1,0,2,4,42.5,0,0,9000046550_1,0,1,0,1,1,0,0,1,1,2,54,511,340,34,374,0,0,0,110,10,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,10,71,0,0,0,0,0,0,1249
9000046554,1,39,0,1.0,1,0,5,2,87.5,0,1,9000046554_1,0,1,0,0,1,0,0,1,0,2,38,464,0,7,7,0,0,0,0,0,0,0,0,0,243,12,255,0,0,0,173,7,180,0,0,0,0,0,0,0,0,0,48,12,60,0,0,0,0,0,0,945
9000046554,2,40,0,0.0,1,0,5,2,87.5,0,1,9000046554_2,0,1,0,0,1,0,0,1,0,2,38,464,0,7,7,0,0,0,0,0,0,0,0,0,243,12,255,0,0,0,173,7,180,0,0,0,0,0,0,0,0,0,48,12,60,0,0,0,0,0,0,945
9000046571,1,25,0,0.0,1,1,2,3,250.0,0,0,9000046571_1,0,1,0,1,1,0,0,1,1,2,260,515,0,40,40,0,0,0,475,140,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,60,80,20,20,40,0,0,0,0,0,0,705
9000046571,2,19,0,1.0,1,0,2,3,250.0,0,0,9000046571_2,0,0,0,1,1,0,0,1,1,2,60,540,0,30,30,0,0,0,540,30,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870
9000046606,1,52,0,1.0,1,0,3,2,250.0,0,0,9000046606_1,0,1,1,1,1,0,0,1,1,1,18,172,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,8,180,0,0,0,0,0,0,0,0,0,1260
9000046621,1,88,0,0.0,1,0,1,1,30.0,0,1,9000046621_1,0,1,0,0,1,0,0,1,1,1,81,49,0,20,20,0,0,0,0,0,0,0,0,0,49,61,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1330
9000046633,1,40,0,0.0,1,1,4,2,137.5,0,1,9000046633_1,0,1,1,1,1,0,0,1,1,2,23,27,0,10,10,0,0,0,0,0,0,0,0,0,27,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1400
9000046707,2,40,0,0.0,1,0,3,1,42.5,0,1,9000046707_2,0,1,0,1,1,0,0,1,0,2,13,438,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438,7,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995
9000046710,2,33,0,1.0,1,1,4,5,250.0,0,0,9000046710_2,1,1,1,1,1,0,0,1,1,2,95,105,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,90,10,100,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,10,40,50,1280
9000046731,1,68,0,1.0,1,1,1,1,250.0,1,1,9000046731_1,0,1,1,1,1,0,0,1,1,1,117,364,135,56,191,0,0,0,0,0,0,0,0,0,30,15,45,0,0,0,0,0,0,199,46,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1150
9000046737,2,39,0,0.0,1,0,5,2,42.5,0,1,9000046737_2,0,1,1,1,1,0,0,1,1,2,60,480,0,30,30,0,0,0,480,30,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930
9000046740,2,50,0,1.0,1,0,2,1,30.0,0,1,9000046740_2,0,0,0,0,1,0,0,1,1,1,60,240,0,30,30,0,0,0,240,30,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1170
9000046756,1,31,0,1.0,1,0,2,1,62.5,1,1,9000046756_1,0,1,1,0,1,0,0,1,1,2,60,585,0,15,15,0,0,0,525,15,540,0,0,0,60,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
9000046756,2,31,0,0.0,1,0,2,1,62.5,1,1,9000046756_2,0,1,1,0,1,0,0,1,1,2,60,585,0,15,15,0,0,0,525,15,540,0,0,0,60,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
9000046804,1,27,1,1.0,1,0,3,2,62.5,0,1,9000046804_1,0,0,0,0,0,0,0,1,0,2,120,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,120,0,0,0,0,0,0,1320
9000046804,2,28,0,0.0,1,0,3,2,62.5,0,1,9000046804_2,0,1,0,0,1,0,0,1,0,2,120,60,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,60,120,0,0,0,0,0,0,1320
9000046805,2,23,0,1.0,1,0,2,2,30.0,0,0,9000046805_2,0,1,0,0,1,0,0,1,1,2,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
9000046827,2,55,1,0.0,97,1,2,3,250.0,0,1,9000046827_2,0,1,1,1,0,0,0,0,0,2,312,528,0,57,57,0,0,0,0,0,0,0,0,0,275,60,335,0,0,0,0,0,0,70,63,133,0,0,0,0,0,0,100,100,200,83,32,115,0,0,0,657
9000046828,1,56,0,1.0,1,0,1,1,62.5,1,1,9000046828_1,0,1,1,1,1,0,0,1,0,1,20,5,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,0,0,0,1425
9000046832,4,26,0,1.0,1,0,5,1,42.5,0,1,9000046832_4,1,1,0,0,1,0,0,1,1,4,40,550,0,20,20,0,0,0,550,20,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870
9000046838,1,41,1,1.0,1,1,2,2,112.5,1,1,9000046838_1,0,1,1,1,0,0,0,1,1,2,50,110,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,25,135,0,0,0,1305
9000046844,1,63,0,1.0,1,0,2,4,250.0,1,1,9000046844_1,0,1,1,1,1,0,0,1,0,2,12,29,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,6,35,0,0,0,1405
9000046903,1,58,0,0.0,1,1,1,1,250.0,0,1,9000046903_1,0,1,1,1,1,0,0,1,1,1,60,545,0,35,35,0,0,0,545,25,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870
9000046930,1,65,1,0.0,4,0,2,3,62.5,0,1,9000046930_1,0,1,0,1,0,0,0,0,1,2,25,160,0,5,5,0,0,0,0,0,0,0,0,0,45,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,5,120,0,0,0,0,0,0,1260
9000046943,1,44,0,1.0,1,0,4,2,62.5,0,1,9000046943_1,0,1,1,1,1,0,0,1,1,2,16,560,0,1,1,0,0,0,560,15,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865
9000046970,1,52,0,1.0,1,0,1,1,62.5,0,1,9000046970_1,0,1,0,0,1,0,0,1,1,1,16,621,0,6,6,0,0,0,621,10,631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,809
9000046986,3,18,1,1.0,1,0,3,3,112.5,0,1,9000046986_3,0,1,0,0,0,0,0,1,0,2,20,270,0,10,10,0,0,0,270,10,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1160
9000046993,2,56,0,0.0,1,1,2,2,175.0,0,0,9000046993_2,0,1,1,1,1,0,0,1,0,2,30,50,0,15,15,0,0,0,0,0,0,0,0,0,50,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375
9000047015,2,62,0,1.0,1,0,2,2,137.5,0,1,9000047015_2,0,1,1,1,1,0,0,1,0,2,15,35,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395
9000047021,1,43,0,1.0,1,0,4,1,62.5,0,1,9000047021_1,0,1,1,1,1,0,0,1,1,1,35,555,0,10,10,0,0,0,555,10,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,860
9000047025,1,63,0,0.0,1,0,2,2,87.5,0,0,9000047025_1,0,1,1,1,1,0,0,1,1,2,145,630,0,10,10,0,0,0,420,60,480,0,0,0,45,30,75,0,0,0,0,0,0,0,0,0,0,0,0,165,45,210,0,0,0,0,0,0,0,0,0,675
9000047025,2,63,0,1.0,1,0,2,2,87.5,0,0,9000047025_2,0,1,0,1,1,0,0,1,1,2,180,90,0,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,90,180,0,0,0,0,0,0,0,0,0,1260
9000047053,1,43,0,1.0,1,1,3,2,112.5,0,1,9000047053_1,0,1,1,1,1,0,0,1,0,2,30,415,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,15,430,0,0,0,1010
9000047053,2,43,0,0.0,1,1,3,2,112.5,0,1,9000047053_2,0,1,0,1,1,0,0,1,0,2,30,415,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,415,15,430,0,0,0,1010
9000047078,1,70,0,0.0,1,1,1,1,112.5,0,1,9000047078_1,0,1,1,1,1,0,0,1,1,1,75,465,0,0,0,0,50,50,465,25,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,950
9000047103,2,57,0,0.0,1,1,2,3,250.0,0,0,9000047103_2,0,1,1,1,1,0,0,1,0,2,40,40,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380
9000047151,1,33,1,0.0,1,1,5,2,62.5,0,1,9000047151_1,0,1,1,0,0,0,0,1,1,2,40,235,185,15,200,0,0,0,0,0,0,0,0,0,15,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,25,0,0,0,15,15,30,1365
9000047202,1,38,0,1.0,2,0,1,1,62.5,0,0,9000047202_1,0,1,0,0,0,1,0,0,0,1,135,135,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,95,215,0,0,0,0,0,0,15,20,35,0,0,0,0,0,0,1190
9000047248,1,52,0,1.0,1,0,2,2,175.0,0,1,9000047248_1,0,1,1,1,1,0,0,1,1,2,120,570,0,60,60,0,0,0,570,60,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810
9000047248,2,57,0,0.0,1,1,2,2,175.0,0,1,9000047248_2,0,1,1,1,1,0,0,1,1,2,30,585,585,30,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440
9000047258,2,37,0,0.0,1,0,3,2,175.0,0,1,9000047258_2,1,1,1,1,1,0,0,1,1,2,58,722,200,30,230,0,0,0,375,25,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,3,150,0,0,0,0,0,0,890
9000047281,1,45,0,1.0,2,0,1,1,62.5,0,1,9000047281_1,0,1,1,1,0,1,0,0,0,1,13,430,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,2,422,0,0,0,10,3,13,0,0,0,0,0,0,1005
9000047291,1,28,0,1.0,1,0,1,1,30.0,0,0,9000047291_1,0,1,0,1,1,0,0,1,1,1,8,528,0,4,4,0,0,0,528,4,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,908
9000047318,2,24,0,0.0,1,0,3,2,20.0,0,1,9000047318_2,0,1,0,0,1,0,0,1,1,2,45,640,140,20,160,0,0,0,450,15,465,0,0,0,50,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915
9000047320,1,64,0,1.0,2,0,1,1,62.5,0,1,9000047320_1,0,1,0,1,0,1,0,0,1,1,75,590,55,25,80,0,0,0,480,30,510,0,0,0,55,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855
9000047325,1,26,0,1.0,1,1,3,2,87.5,0,1,9000047325_1,1,1,0,1,1,0,0,1,1,2,90,675,0,45,45,0,0,0,675,45,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720
9000047329,1,38,0,1.0,1,1,3,2,175.0,1,1,9000047329_1,1,1,1,1,1,0,0,1,1,2,19,1,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,11,0,0,0,0,0,0,1429
9000047357,1,31,0,1.0,1,0,2,2,112.5,0,1,9000047357_1,0,1,1,1,1,0,0,1,1,2,90,690,0,30,30,0,0,0,565,35,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,5,85,45,20,65,0,0,0,0,0,0,690
9000047357,2,31,0,0.0,1,1,2,2,112.5,0,1,9000047357_2,0,1,1,1,1,0,0,1,1,2,35,15,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,5,15,20,0,0,0,1400
9000047389,1,44,0,1.0,1,0,5,3,137.5,0,1,9000047389_1,0,1,1,1,1,0,0,1,0,3,142,550,440,67,507,0,0,0,0,0,0,0,0,0,33,30,63,0,0,0,0,0,0,77,45,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1255
9000047416,1,46,0,0.0,1,1,3,1,112.5,0,1,9000047416_1,0,1,1,0,1,0,0,1,0,1,60,295,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295,20,315,0,0,0,0,0,0,1125
9000047492,1,68,0,1.0,1,1,2,5,87.5,0,1,9000047492_1,0,1,1,1,1,0,0,1,0,2,28,282,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,217,8,225,0,0,0,0,0,0,0,0,0,0,0,0,65,10,75,0,0,0,0,0,0,1140
9000047519,1,41,0,1.0,1,1,2,1,62.5,0,0,9000047519_1,0,1,1,1,1,0,0,1,1,2,30,30,0,15,15,0,0,0,0,0,0,0,0,0,30,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1395
9000047528,1,32,0,0.0,3,1,2,1,175.0,0,1,9000047528_1,0,1,1,1,0,0,1,0,1,2,75,135,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,30,105,0,0,0,0,0,0,0,0,0,0,0,0,60,15,75,0,0,0,1260
9000047528,2,31,0,1.0,3,1,2,1,175.0,0,1,9000047528_2,0,1,1,1,0,0,1,0,1,2,75,135,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,30,105,0,0,0,0,0,0,0,0,0,0,0,0,60,15,75,0,0,0,1260
9000047549,1,33,0,1.0,1,1,9,3,175.0,0,1,9000047549_1,2,1,0,1,1,0,0,1,0,3,50,105,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,25,130,0,0,0,0,0,0,0,0,0,0,0,0,1310
9000047549,2,39,0,0.0,1,0,9,3,175.0,0,1,9000047549_2,2,1,1,1,1,0,0,1,0,3,80,545,305,40,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,40,280,0,0,0,0,0,0,0,0,0,0,0,0,1160
9000047549,3,32,0,1.0,1,0,9,3,175.0,0,1,9000047549_3,2,1,1,1,1,0,0,1,0,3,45,185,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,25,210,0,0,0,0,0,0,0,0,0,0,0,0,1230
9000047588,1,69,0,1.0,1,0,3,3,137.5,0,0,9000047588_1,0,1,1,1,1,0,0,1,0,2,10,95,0,5,5,0,0,0,95,5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340
9000047589,1,64,0,0.0,3,1,2,2,250.0,1,1,9000047589_1,0,1,1,1,0,0,1,0,1,2,85,20,0,0,0,0,45,45,0,0,0,0,0,0,20,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380
9000047595,3,43,0,0.0,1,1,3,2,112.5,0,1,9000047595_3,0,1,0,1,1,0,0,1,1,3,85,560,0,45,45,0,0,0,560,40,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840
9000047606,1,36,0,1.0,1,1,3,1,175.0,0,1,9000047606_1,1,1,1,1,1,0,0,1,1,2,90,15,0,45,45,0,0,0,0,0,0,0,0,0,15,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380
9000047612,2,53,1,1.0,1,1,2,2,250.0,0,1,9000047612_2,0,1,1,1,0,0,0,1,1,2,40,40,0,0,0,0,20,20,0,0,0,0,0,0,40,20,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380
9000047615,1,55,0,0.0,1,1,4,3,137.5,0,1,9000047615_1,0,1,1,1,1,0,0,1,1,2,130,395,0,60,60,0,0,0,395,70,465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,975
9000047647,1,63,0,0.0,1,0,2,1,42.5,0,1,9000047647_1,0,1,0,0,1,0,0,1,1,1,24,545,0,9,9,0,0,0,545,15,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,880
9000047647,2,45,0,1.0,1,1,2,1,42.5,0,1,9000047647_2,0,1,1,0,1,0,0,1,1,1,90,315,0,45,45,0,0,0,315,45,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080
9000047665,1,60,0,0.0,1,1,1,1,112.5,0,1,9000047665_1,0,1,0,1,1,0,0,1,1,1,75,510,0,45,45,0,0,0,510,30,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900
9000047671,1,42,0,0.0,2,1,4,3,42.5,0,1,9000047671_1,1,1,1,1,0,1,0,0,0,2,25,60,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,70,0,0,0,0,0,0,1370
9000047671,2,42,0,1.0,2,1,4,3,42.5,0,1,9000047671_2,1,1,0,1,0,1,0,0,0,2,25,60,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,70,0,0,0,0,0,0,1370
9000047677,1,57,0,0.0,1,1,2,2,137.5,0,0,9000047677_1,0,1,0,1,1,0,0,1,1,2,75,575,0,0,0,555,40,595,0,0,0,0,0,0,20,20,40,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1385
9000047677,2,56,0,1.0,1,1,2,2,137.5,0,0,9000047677_2,0,1,0,1,1,0,0,1,1,2,10,25,0,5,5,0,0,0,0,0,0,0,0,0,25,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410
9000047692,1,58,0,0.0,1,1,5,2,250.0,1,1,9000047692_1,0,1,1,1,1,0,0,1,1,2,29,31,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,14,45,0,0,0,0,0,0,0,0,0,1395
9000047718,1,41,0,0.0,1,0,2,2,137.5,0,1,9000047718_1,0,1,0,0,1,0,0,1,1,2,85,515,0,50,50,0,0,0,515,35,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890
