,HOUSEID_x,PERSONID_x,R_AGE,R_HISP,R_SEX,R_RACE,WKFMHM22,HHSIZE,HHVEHCNT,HHFAMINC,URBANSIZE,URBRUR,uni_Per_ID,YOUNGCHILD,Highschool,EDU_College,HM_OWN,NONHISWHITE,Race_Black,Race_Asian,Race_White,weekday,DRVRCNT,Total_TT,Total_AT,AT_ReguHMact,TT_ReguHMact,ReguHMact,AT_WorkFromHM,TT_WorkFromHM,WorkFromHM,AT_WorkNonHM,TT_WorkNonHM,WorkNonHM,AT_School,TT_School,School,AT_Shopping,TT_Shopping,Shopping,AT_Social1,TT_Social1,Social1,AT_Social2,TT_Social2,Social2,AT_Social3,TT_Social3,Social3,AT_Social4,TT_Social4,Social4,AT_Personal_self,TT_Personal_self,Personal_self,AT_Personal_meal,TT_Personal_meal,Personal_meal,AT_Family_business,TT_Family_business,Family_business,AT_Pick_Drop,TT_Pick_Drop,Pick_Drop,HW_TIME,ln_School,ln_Shopping,ln_Social1,ln_Social2,ln_Social3,ln_Social4,ln_Personal_self,ln_Personal_meal,ln_Family_business,ln_Pick_Drop,genZ,Millennials,genX,boomers2
2132,9000097716,1,46,0,0.0,1,0,3,3,87.5,0,1,9000097716_1,0,1,0,1,1,0,0,1,1,2,75,625,40,20,60,0,0,0,490,20,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,20,95,20,15,35,0,0,0,0,0,0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.0487330483239683,0.0185964884916584,0.0,0.0,0,0,1,0
1525,9000075762,2,27,0,1.0,1,1,2,0,175.0,1,1,9000075762_2,0,1,1,0,1,0,0,1,0,2,169,468,12,61,73,0,0,0,0,0,0,0,0,0,0,0,0,234,30,264,0,0,0,61,36,97,0,0,0,0,0,0,161,42,203,0,0,0,0,0,0,876,0.0,0.0,0.1144007451683918,0.0,0.0456087341002712,0.0,0.0,0.0905173385148299,0.0,0.0,0,1,0,0
858,9000052066,1,66,0,1.0,1,0,1,1,30.0,0,1,9000052066_1,0,1,1,0,1,0,0,1,1,1,17,410,0,7,7,0,0,0,410,10,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
428,9000045723,1,37,0,0.0,1,1,2,0,137.5,1,1,9000045723_1,0,1,1,0,1,0,0,1,0,0,30,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2903,9000126179,2,32,0,0.0,1,0,3,3,175.0,0,0,9000126179_2,1,1,0,1,1,0,0,1,0,2,20,485,345,10,355,0,0,0,130,5,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,1290,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050208013750508,0,1,0,0
4356,9000174876,1,38,0,0.0,1,0,4,2,250.0,0,1,9000174876_1,0,1,1,1,1,0,0,1,1,2,95,615,30,45,75,0,0,0,450,30,480,0,0,0,0,0,0,60,15,75,75,5,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,805,0.0,0.0,0.0386867917823001,0.0411473903299569,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2650,9000115729,1,30,0,1.0,2,0,8,2,62.5,0,0,9000115729_1,1,1,0,0,0,1,0,0,0,5,220,435,60,70,130,0,0,0,5,10,15,0,0,0,0,0,0,270,30,300,0,0,0,0,0,0,0,0,0,0,0,0,20,40,60,60,30,90,20,40,60,915,0.0,0.0,0.1231551838678826,0.0,0.0,0.0,0.0,0.0275835216320885,0.0407449676900594,0.0275835216320885,0,1,0,0
2157,9000097927,2,52,1,1.0,1,1,4,3,250.0,1,1,9000097927_2,0,1,1,1,0,0,0,1,0,4,175,115,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,115,100,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1225,0.0,0.0,0.0702264033946983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1637,9000076967,1,68,0,0.0,1,1,2,3,62.5,0,1,9000076967_1,0,1,1,1,1,0,0,1,0,2,100,485,15,45,60,0,0,0,0,0,0,0,0,0,0,0,0,90,30,120,380,25,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,915,0.0,0.0,0.0535192557264882,0.1591528371394016,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1342,9000073226,2,26,0,0.0,1,0,2,2,112.5,0,1,9000073226_2,0,1,0,1,1,0,0,1,0,2,30,75,0,15,15,0,0,0,0,0,0,0,0,0,75,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0.0,0.0280287236002435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1373,9000073636,1,60,0,1.0,1,1,1,2,87.5,0,0,9000073636_1,0,1,0,1,1,0,0,1,1,1,48,480,0,33,33,0,0,0,480,15,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
1586,9000076433,1,39,0,1.0,2,1,1,1,62.5,1,1,9000076433_1,0,1,1,0,0,1,0,0,1,1,35,515,0,10,10,0,0,0,470,10,480,0,0,0,25,10,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,5,25,0,0,0,0,0,0,900,0.0,0.0165691014331929,0.0,0.0,0.0,0.0,0.0,0.0118992232997076,0.0,0.0,0,1,0,0
3773,9000166412,2,52,0,0.0,1,0,2,3,62.5,0,0,9000166412_2,0,1,0,1,1,0,0,1,1,2,60,540,0,30,30,0,0,0,540,30,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1840,9000088397,1,54,0,1.0,1,0,2,1,62.5,0,1,9000088397_1,0,1,0,1,1,0,0,1,1,1,33,524,0,10,10,0,0,0,489,13,502,0,0,0,35,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0.0,0.021351379490518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
12,9000013099,1,38,0,0.0,1,1,2,2,250.0,1,1,9000013099_1,0,1,1,1,1,0,0,1,1,2,16,4,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,0,0,0,0,0,0,1428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003634284655094,0.0,0.0,0,1,0,0
2886,9000126027,4,56,1,1.0,1,0,4,4,87.5,0,1,9000126027_4,0,1,0,0,0,0,0,1,1,4,10,600,0,5,5,0,0,0,600,5,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1392,9000073956,2,66,0,0.0,1,0,2,3,137.5,0,0,9000073956_2,0,1,0,1,1,0,0,1,1,2,85,630,0,30,30,0,0,0,622,12,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,43,51,755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0283880901759023,0,0,0,1
3720,9000165895,1,44,0,0.0,1,1,4,6,250.0,0,1,9000165895_1,0,1,0,1,1,0,0,1,0,4,10,70,0,5,5,0,0,0,0,0,0,0,0,0,70,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0.0,0.0232298407184748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2358,9000105915,3,26,0,1.0,2,0,3,4,87.5,0,0,9000105915_3,0,1,0,1,0,1,0,0,1,3,20,305,0,10,10,0,0,0,305,10,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3884,9000167858,1,58,0,0.0,1,1,2,3,250.0,0,1,9000167858_1,0,1,1,1,1,0,0,1,0,2,90,30,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,60,0,0,0,0,0,0,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184834056940131,0.0,0.0,0,0,0,1
3160,9000145125,1,63,0,0.0,1,1,2,2,250.0,1,1,9000145125_1,0,1,1,1,1,0,0,1,1,2,125,505,365,60,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,20,85,75,45,120,1235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0289069736101653,0.04027233761474,0,0,0,1
3249,9000146523,1,51,0,1.0,1,0,2,3,175.0,0,1,9000146523_1,0,1,0,1,1,0,0,1,1,2,85,840,0,15,15,0,0,0,580,40,620,0,0,0,0,0,0,0,0,0,0,0,0,260,30,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,530,0.0,0.0,0.0,0.0,0.1895379827829276,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4604,9000211358,2,59,0,1.0,1,0,2,3,137.5,0,1,9000211358_2,0,0,0,1,1,0,0,1,1,2,30,465,0,15,15,0,0,0,465,15,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
3495,9000162697,1,34,1,0.0,1,0,1,1,12.5,0,1,9000162697_1,0,1,0,0,0,0,0,1,1,1,10,435,0,5,5,0,0,0,435,5,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4038,9000170018,2,32,0,1.0,1,0,4,2,87.5,0,1,9000170018_2,2,1,1,1,1,0,0,1,1,2,50,260,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,260,25,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1155,0.0,0.0,0.0,0.0,0.0957805078670865,0.0,0.0,0.0,0.0,0.0,0,1,0,0
779,9000051050,3,18,0,1.0,1,0,4,7,87.5,0,0,9000051050_3,0,0,0,0,1,0,0,1,0,3,30,165,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,15,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0.0,0.0,0.0,0.0579919469776867,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
4700,9000212945,1,36,0,0.0,1,1,1,1,42.5,0,1,9000212945_1,0,1,1,0,1,0,0,1,1,1,35,15,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,25,40,0,0,0,0,0,0,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122344564170115,0.0,0.0,0,1,0,0
4215,9000172547,1,40,0,0.0,1,0,1,1,137.5,0,1,9000172547_1,0,1,1,0,1,0,0,1,1,1,73,497,15,28,43,0,0,0,480,30,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,17,0,0,0,0,0,0,913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0080121710196361,0.0,0.0,0,1,0,0
2037,9000096443,1,57,0,1.0,1,0,2,2,30.0,0,0,9000096443_1,0,1,0,1,1,0,0,1,1,2,60,630,0,30,30,0,0,0,630,30,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
192,9000015486,1,45,1,0.0,97,0,5,2,87.5,0,1,9000015486_1,0,1,1,1,0,0,0,0,0,4,70,155,0,15,15,0,0,0,0,0,0,0,0,0,30,20,50,0,0,0,0,0,0,0,0,0,125,35,160,0,0,0,0,0,0,0,0,0,0,0,0,1230,0.0,0.0173048582084703,0.0,0.0,0.0,0.0531096888146971,0.0,0.0,0.0,0.0,0,0,1,0
62,9000013936,1,59,0,0.0,1,0,1,2,62.5,0,0,9000013936_1,0,1,0,1,1,0,0,1,1,1,127,173,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,60,180,0,0,0,53,7,60,0,0,0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0606978403536116,0.0,0.021189299069938,0.0,0,0,0,1
3416,9000148849,2,51,0,0.0,1,1,3,2,250.0,0,1,9000148849_2,0,1,1,1,1,0,0,1,1,2,30,465,0,15,15,0,0,0,465,15,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3908,9000168294,2,69,0,1.0,1,0,2,2,137.5,1,1,9000168294_2,0,1,1,1,1,0,0,1,1,2,135,600,0,75,75,0,0,0,600,60,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3227,9000146279,1,39,0,0.0,1,1,6,2,250.0,0,1,9000146279_1,0,1,1,1,1,0,0,1,0,2,88,215,0,18,18,0,0,0,0,0,0,0,0,0,100,45,145,80,15,95,0,0,0,0,0,0,0,0,0,0,0,0,35,10,45,0,0,0,0,0,0,1155,0.0,0.0513613680786736,0.0343280287798933,0.0,0.0,0.0,0.0,0.0165992618194616,0.0,0.0,0,1,0,0
1499,9000075573,1,64,0,0.0,1,0,4,3,87.5,0,1,9000075573_1,0,1,0,1,1,0,0,1,1,4,10,580,0,5,5,0,0,0,580,5,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
4065,9000170504,1,40,1,1.0,1,1,3,2,175.0,0,1,9000170504_1,0,1,1,1,0,0,0,1,0,2,103,382,119,9,128,0,0,0,0,0,0,0,0,0,260,64,324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,30,33,1083,0.0,0.1136656408094253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0130357379762395,0,1,0,0
544,9000047606,1,36,0,1.0,1,1,3,1,175.0,0,1,9000047606_1,1,1,1,1,1,0,0,1,1,2,90,15,0,45,45,0,0,0,0,0,0,0,0,0,15,45,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0.0,0.0184834056940131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2262,9000104846,1,39,0,0.0,1,1,2,2,250.0,1,1,9000104846_1,0,1,1,1,1,0,0,1,1,2,32,43,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,17,60,0,0,0,0,0,0,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184834056940131,0.0,0.0,0,1,0,0
3829,9000167138,1,50,0,1.0,1,0,3,3,42.5,0,1,9000167138_1,0,1,0,0,1,0,0,1,1,3,35,560,0,20,20,0,0,0,560,15,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3191,9000145830,2,51,0,0.0,1,0,3,3,250.0,0,1,9000145830_2,0,1,1,1,1,0,0,1,1,3,60,660,0,30,30,0,0,0,660,30,690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,750,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
758,9000050644,2,55,0,1.0,1,1,2,2,175.0,0,1,9000050644_2,0,1,1,1,1,0,0,1,0,2,50,175,0,5,5,0,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,20,195,0,0,0,0,0,0,1220,0.0,0.0088095207570069,0.0,0.0,0.0,0.0,0.0,0.0643966091855608,0.0,0.0,0,0,1,0
126,9000014758,1,48,0,1.0,1,1,3,2,137.5,0,1,9000014758_1,0,1,0,1,1,0,0,1,1,2,25,50,0,15,15,0,0,0,0,0,0,0,0,0,50,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0.0,0.0184834056940131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
244,9000016036,2,51,0,0.0,1,0,3,3,250.0,0,0,9000016036_2,0,1,0,1,1,0,0,1,1,3,195,695,0,20,20,0,0,0,625,165,790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,10,80,0,0,0,0,0,0,570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0570385009703641,0.0,0.0,0,0,1,0
2010,9000096060,1,58,0,0.0,1,0,1,1,42.5,0,1,9000096060_1,0,1,1,0,1,0,0,1,1,1,60,703,35,23,58,0,0,0,668,37,705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
3133,9000129181,1,28,0,0.0,3,0,1,1,42.5,0,1,9000129181_1,0,1,1,1,0,0,1,0,1,1,30,540,0,15,15,0,0,0,540,15,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4217,9000172564,2,69,0,0.0,1,0,2,2,62.5,1,1,9000172564_2,0,1,0,1,1,0,0,1,0,2,30,765,0,15,15,0,0,0,765,15,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,660,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
965,9000053864,2,45,0,1.0,1,0,2,3,137.5,0,1,9000053864_2,0,1,1,1,1,0,0,1,1,2,40,535,0,20,20,0,0,0,535,20,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2040,9000096469,2,43,0,0.0,1,0,3,2,112.5,0,0,9000096469_2,1,1,0,1,1,0,0,1,1,2,89,570,0,42,42,0,0,0,570,47,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
836,9000051901,1,62,0,1.0,1,0,1,1,20.0,0,1,9000051901_1,0,1,0,1,1,0,0,1,1,1,75,15,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,35,50,1390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153476918411545,0,0,0,1
1162,9000057197,1,75,0,0.0,1,0,2,2,137.5,0,1,9000057197_1,0,1,0,1,1,0,0,1,1,2,85,515,0,15,15,0,0,0,465,25,490,0,0,0,50,15,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,0,0,0,855,0.0,0.0318217126173826,0.0,0.0,0.0,0.0,0.0,0.0,0.0149771559696528,0.0,0,0,0,0
5,9000013042,2,38,0,1.0,3,1,3,2,250.0,1,1,9000013042_2,1,1,1,1,0,0,1,0,1,2,60,60,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0.0,0.0,0.0,0.0280287236002435,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3539,9000163409,2,55,0,0.0,1,1,3,2,175.0,0,1,9000163409_2,0,1,1,1,1,0,0,1,1,2,17,448,0,5,5,0,0,0,448,12,460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
2773,9000117419,3,18,1,1.0,1,0,5,3,87.5,0,1,9000117419_3,1,1,0,1,0,0,0,1,0,3,50,370,0,30,30,0,0,0,370,20,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
359,9000018488,1,66,0,0.0,1,0,2,2,175.0,1,1,9000018488_1,0,1,1,1,1,0,0,1,1,2,35,595,0,15,15,0,0,0,595,20,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
3934,9000168589,1,34,0,1.0,1,0,6,3,112.5,0,1,9000168589_1,0,1,0,1,1,0,0,1,1,2,44,749,488,23,511,0,0,0,252,8,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,22,1158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0081734479147079,0,1,0,0
4559,9000210506,1,74,0,1.0,1,1,1,1,87.5,1,1,9000210506_1,0,1,1,1,1,0,0,1,1,1,50,47,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,20,67,0,0,0,1373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0206919548584945,0.0,0,0,0,0
4490,9000209642,1,45,0,0.0,1,0,4,2,175.0,0,1,9000209642_1,0,1,1,1,1,0,0,1,1,2,50,70,0,20,20,0,0,0,0,0,0,0,0,0,70,30,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340,0.0,0.031257693730442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4799,9000214645,1,61,0,1.0,1,0,1,1,30.0,0,1,9000214645_1,0,1,0,0,1,0,0,1,1,1,45,595,0,15,15,0,0,0,490,15,505,0,0,0,105,15,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0.0,0.0596540021325411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
4536,9000210157,2,63,0,0.0,1,0,2,3,112.5,0,0,9000210157_2,0,1,1,1,1,0,0,1,1,2,20,605,0,10,10,0,0,0,605,10,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
2818,9000124948,1,56,0,0.0,1,1,2,1,137.5,0,1,9000124948_1,0,1,1,1,1,0,0,1,0,2,40,770,120,20,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650,20,670,0,0,0,0,0,0,0,0,0,0,0,0,770,0.0,0.0,0.0,0.0,0.0,0.2718717669227677,0.0,0.0,0.0,0.0,0,0,1,0
870,9000052243,1,42,0,1.0,1,1,3,2,175.0,0,1,9000052243_1,0,1,1,1,1,0,0,1,1,2,45,483,0,18,18,0,0,0,453,8,461,0,0,0,30,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.0,0.0222997432492027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1563,9000076187,3,31,0,0.0,1,0,3,2,87.5,0,1,9000076187_3,0,1,1,1,1,0,0,1,1,3,20,560,0,10,10,0,0,0,560,10,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4073,9000170559,1,40,0,0.0,1,0,6,1,20.0,0,1,9000170559_1,0,0,0,1,1,0,0,1,1,1,67,453,275,17,292,0,0,0,150,15,165,0,0,0,8,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,10,15,25,1212,0.0,0.0074604567654642,0.0,0.0,0.0,0.0,0.0,0.0,0.0060492630561867,0.0088670797988532,0,1,0,0
1991,9000095877,2,33,0,1.0,1,1,2,2,137.5,0,1,9000095877_2,0,1,1,0,1,0,0,1,1,2,35,195,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,15,210,0,0,0,0,0,0,1230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0684573806558516,0.0,0.0,0,1,0,0
1916,9000089256,1,51,0,0.0,1,0,4,4,250.0,0,0,9000089256_1,0,1,1,1,1,0,0,1,1,3,150,690,70,60,130,0,0,0,465,45,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,45,200,0,0,0,0,0,0,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1051600884334792,0.0,0.0,0,0,1,0
2354,9000105903,2,34,0,1.0,1,1,2,2,112.5,0,1,9000105903_2,0,1,1,1,1,0,0,1,1,2,90,540,0,15,15,0,0,0,540,75,615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3401,9000148676,1,32,0,0.0,2,1,2,1,112.5,0,1,9000148676_1,0,1,1,1,0,1,0,0,1,1,22,30,0,10,10,0,0,0,0,0,0,0,0,0,20,5,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,17,0,0,0,1398,0.0,0.0076977286746217,0.0,0.0,0.0,0.0,0.0,0.0,0.0052492684506464,0.0,0,1,0,0
