,HOUSEID_x,PERSONID_x,R_AGE,R_HISP,R_SEX,R_RACE,WKFMHM22,HHSIZE,HHVEHCNT,HHFAMINC,URBANSIZE,URBRUR,uni_Per_ID,YOUNGCHILD,Highschool,EDU_College,HM_OWN,NONHISWHITE,Race_Black,Race_Asian,Race_White,weekday,DRVRCNT,Total_TT,Total_AT,AT_ReguHMact,TT_ReguHMact,ReguHMact,AT_WorkFromHM,TT_WorkFromHM,WorkFromHM,AT_WorkNonHM,TT_WorkNonHM,WorkNonHM,AT_School,TT_School,School,AT_Shopping,TT_Shopping,Shopping,AT_Social1,TT_Social1,Social1,AT_Social2,TT_Social2,Social2,AT_Social3,TT_Social3,Social3,AT_Social4,TT_Social4,Social4,AT_Personal_self,TT_Personal_self,Personal_self,AT_Personal_meal,TT_Personal_meal,Personal_meal,AT_Family_business,TT_Family_business,Family_business,AT_Pick_Drop,TT_Pick_Drop,Pick_Drop,HW_TIME,ln_School,ln_Shopping,ln_Social1,ln_Social2,ln_Social3,ln_Social4,ln_Personal_self,ln_Personal_meal,ln_Family_business,ln_Pick_Drop,genZ,Millennials,genX,boomers2
4358,9000174885,1,61,0,0.0,1,0,1,2,42.5,0,1,9000174885_1,0,1,1,0,1,0,0,1,1,1,83,377,70,35,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,3,90,0,0,0,0,0,0,0,0,0,100,5,105,120,40,160,0,0,0,1085,0.0,0.0,0.0,0.0346081284232067,0.0,0.0,0.0,0.0401172232079824,0.0597396132472068,0.0,0,0,0,1
248,9000016081,1,31,0,1.0,1,0,2,2,42.5,0,1,9000016081_1,0,1,1,0,1,0,0,1,1,2,60,555,0,30,30,0,0,0,555,30,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3886,9000167888,2,27,0,1.0,3,0,2,0,112.5,0,1,9000167888_2,0,1,1,1,0,0,1,0,0,2,55,145,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,70,20,90,0,0,0,75,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1260,0.0,0.0,0.0299632233774432,0.0,0.0299632233774432,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4079,9000170599,2,59,1,0.0,1,0,2,2,42.5,0,1,9000170599_2,0,0,0,1,0,0,0,1,1,1,170,610,0,150,150,0,0,0,610,20,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
2991,9000127390,1,49,1,1.0,1,1,2,0,30.0,1,1,9000127390_1,0,0,0,0,0,0,0,1,1,0,78,360,0,38,38,0,0,0,360,40,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1040,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
592,9000048283,2,55,0,1.0,1,0,2,2,175.0,1,1,9000048283_2,0,1,1,1,1,0,0,1,1,2,20,635,0,10,10,0,0,0,635,10,645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4696,9000212860,1,34,0,1.0,1,1,2,2,62.5,0,1,9000212860_1,0,1,1,1,1,0,0,1,1,2,90,110,0,20,20,0,0,0,0,0,0,0,0,0,15,25,40,0,0,0,0,0,0,70,20,90,0,0,0,0,0,0,25,25,50,0,0,0,0,0,0,1260,0.0,0.0135728071892738,0.0,0.0,0.0299632233774432,0.0,0.0,0.0169007505382013,0.0,0.0,0,1,0,0
4624,9000211727,1,29,0,0.0,1,0,1,1,62.5,0,1,9000211727_1,0,1,1,0,1,0,0,1,1,1,65,675,0,30,30,0,0,0,675,35,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4680,9000212479,2,78,0,1.0,1,1,2,2,250.0,0,1,9000212479_2,0,1,1,1,1,0,0,1,1,2,127,83,0,45,45,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,23,37,60,0,0,0,60,30,90,0,0,0,0,0,0,0,0,0,1275,0.0,0.0050795255292749,0.0,0.0,0.01997108093062,0.0,0.0296224666068008,0.0,0.0,0.0,0,0,0,0
1977,9000095644,1,62,0,1.0,1,0,1,2,87.5,0,1,9000095644_1,0,1,1,1,1,0,0,1,0,1,10,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0015105910252385,0.0,0.0,0,0,0,1
2778,9000117516,1,45,0,1.0,1,1,1,1,30.0,0,0,9000117516_1,0,1,0,1,1,0,0,1,0,1,20,50,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,10,60,1380,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184834056940131,0,0,1,0
1395,9000074001,2,57,0,1.0,1,0,4,4,175.0,1,1,9000074001_2,0,1,1,1,1,0,0,1,0,4,60,630,565,30,595,0,0,0,0,0,0,0,0,0,25,10,35,0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,40,10,50,0,0,0,1345,0.0,0.0111568020628097,0.0,0.0032170108719977,0.0,0.0,0.0,0.0,0.0158519232711895,0.0,0,0,1,0
4334,9000174384,2,54,0,1.0,3,0,3,3,175.0,0,1,9000174384_2,0,1,1,1,0,0,1,0,1,3,85,630,80,30,110,0,0,0,500,20,520,0,0,0,50,35,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0.0,0.0421013518619531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3705,9000165687,1,32,0,0.0,2,0,4,2,87.5,0,1,9000165687_1,0,1,0,0,0,1,0,0,0,2,9,56,0,5,5,0,0,0,0,0,0,0,0,0,56,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1380,0.0,0.0184834056940131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2541,9000114017,1,43,0,0.0,1,0,5,2,42.5,1,1,9000114017_1,0,1,1,0,1,0,0,1,1,2,95,370,165,50,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,25,85,0,0,0,145,20,165,0,0,0,0,0,0,0,0,0,0,0,0,1190,0.0,0.0,0.0,0.0299632233774432,0.0,0.0563923338178937,0.0,0.0,0.0,0.0,0,0,1,0
2942,9000126672,1,74,0,1.0,1,0,1,1,42.5,1,1,9000126672_1,0,1,1,1,1,0,0,1,0,1,45,150,0,15,15,0,0,0,0,0,0,0,0,0,30,15,45,0,0,0,0,0,0,0,0,0,120,15,135,0,0,0,0,0,0,0,0,0,0,0,0,1260,0.0,0.0152399665567369,0.0,0.0,0.0,0.0442036624920534,0.0,0.0,0.0,0.0,0,0,0,0
4117,9000171043,1,54,0,1.0,1,0,1,1,42.5,0,0,9000171043_1,0,1,1,1,1,0,0,1,1,1,30,615,0,15,15,588,7,595,0,0,0,0,0,0,27,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,1405,0.0,0.0091755768289124,0.0,0.0,0.0,0.0,0.0,0.0015427884142812,0.0,0.0,0,0,1,0
4041,9000170081,1,58,0,1.0,1,0,2,1,62.5,1,1,9000170081_1,0,1,1,0,1,0,0,1,1,1,80,660,45,40,85,0,0,0,500,20,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,20,135,0,0,0,0,0,0,785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0689181706003027,0.0,0.0,0,0,0,1
1177,9000057283,1,67,0,0.0,1,0,4,2,112.5,0,1,9000057283_1,0,1,1,1,1,0,0,1,1,3,130,645,105,40,145,0,0,0,525,85,610,0,0,0,15,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0,0.0105930734974242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
4104,9000170893,1,54,0,1.0,1,0,2,3,87.5,0,1,9000170893_1,0,1,1,1,1,0,0,1,1,2,104,576,120,40,160,0,0,0,0,0,0,0,0,0,65,20,85,165,15,180,0,0,0,0,0,0,0,0,0,185,15,200,41,14,55,0,0,0,0,0,0,920,0.0,0.0383782344109524,0.0776048578126697,0.0,0.0,0.0,0.0854301953246263,0.0252167883529815,0.0,0.0,0,0,1,0
2851,9000125530,3,36,1,0.0,97,0,5,3,87.5,0,1,9000125530_3,0,1,0,1,0,0,0,0,1,3,45,725,0,10,10,0,0,0,300,15,315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,20,445,680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2186436097411449,0,1,0,0
4465,9000209148,2,17,0,1.0,2,0,3,2,250.0,0,1,9000209148_2,0,0,0,0,0,1,0,0,1,2,76,175,50,36,86,0,0,0,0,0,0,120,30,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,15,1275,0.048304679574555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050795255292749,1,0,0,0
4642,9000211898,3,18,0,1.0,1,0,4,5,62.5,0,0,9000211898_3,0,0,0,1,1,0,0,1,1,3,80,520,0,30,30,0,0,0,0,0,0,470,30,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,20,70,0,0,0,870,0.1972013145377882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0336086009810801,0.0,1,0,0,0
1652,9000077195,1,58,0,1.0,1,0,2,1,87.5,0,1,9000077195_1,0,1,1,0,1,0,0,1,1,1,65,160,0,30,30,0,0,0,160,35,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
3740,9000166054,2,70,0,0.0,1,1,3,2,112.5,0,0,9000166054_2,0,1,0,1,1,0,0,1,0,2,21,539,0,5,5,344,1,345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,5,195,0,0,0,0,0,0,0,0,0,5,10,15,1230,0.0,0.0,0.0,0.0,0.0,0.063909752905131,0.0,0.0,0.0,0.0052642399923572,0,0,0,0
2107,9000097423,2,38,0,0.0,1,0,6,2,137.5,1,1,9000097423_2,0,1,0,0,1,0,0,1,1,3,47,508,49,24,73,0,0,0,459,23,482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
1577,9000076309,2,32,1,1.0,1,1,3,1,112.5,0,1,9000076309_2,0,1,1,0,0,0,0,1,1,2,45,60,0,25,25,0,0,0,0,0,0,0,0,0,60,20,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360,0.0,0.0248235837250321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4106,9000170912,3,18,0,0.0,2,0,4,3,250.0,0,1,9000170912_3,0,1,0,1,0,1,0,0,0,3,20,440,0,10,10,0,0,0,440,10,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
2048,9000096648,1,33,0,0.0,1,1,2,2,250.0,1,1,9000096648_1,0,1,1,0,1,0,0,1,0,2,10,5,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,1430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030264546301878,0.0,0.0,0,1,0,0
2227,9000098917,1,56,0,1.0,1,0,2,3,250.0,0,0,9000098917_1,0,1,1,1,1,0,0,1,0,2,30,240,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,15,255,1185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.084644141749127,0,0,1,0
3558,9000163621,1,72,0,0.0,3,1,2,4,87.5,1,1,9000163621_1,0,1,0,1,0,0,1,0,1,2,40,220,0,20,20,0,0,0,220,20,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
3903,9000168204,1,44,0,1.0,1,0,3,1,87.5,0,1,9000168204_1,0,1,1,1,1,0,0,1,0,1,155,400,60,50,110,0,0,0,0,0,0,0,0,0,0,0,0,165,60,225,85,15,100,0,0,0,0,0,0,0,0,0,90,30,120,0,0,0,0,0,0,995,0.0,0.0,0.0885367499290227,0.0415910384304116,0.0,0.0,0.0,0.049451786638454,0.0,0.0,0,0,1,0
3866,9000167707,1,53,0,1.0,1,1,2,2,175.0,0,1,9000167707_1,0,1,1,1,1,0,0,1,1,2,20,350,0,10,10,0,0,0,350,10,360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
4303,9000173972,1,33,0,1.0,1,1,3,3,87.5,0,1,9000173972_1,1,1,1,1,1,0,0,1,1,2,30,60,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1365,0.0,0.0,0.0,0.0232298407184748,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2443,9000107089,2,26,0,0.0,1,0,3,2,87.5,0,1,9000107089_2,1,1,1,0,1,0,0,1,1,2,105,765,205,55,260,0,0,0,190,40,230,0,0,0,0,0,0,0,0,0,0,0,0,370,10,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,830,0.0,0.0,0.0,0.0,0.1637072779403761,0.0,0.0,0.0,0.0,0.0,0,1,0,0
2303,9000105355,1,31,0,1.0,1,1,2,0,30.0,0,1,9000105355_1,0,1,0,0,1,0,0,1,1,0,20,15,0,0,0,0,10,10,0,0,0,0,0,0,15,10,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1415,0.0,0.0076060522349405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3359,9000148052,1,58,0,1.0,1,0,1,1,12.5,0,1,9000148052_1,0,1,0,1,1,0,0,1,1,1,87,288,270,43,313,0,0,0,3,14,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,30,45,1378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139556825126773,0,0,0,1
200,9000015542,1,61,0,0.0,1,1,2,2,250.0,0,1,9000015542_1,0,1,1,1,1,0,0,1,1,2,100,215,0,45,45,0,0,0,0,0,0,0,0,0,5,30,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,25,235,0,0,0,1170,0.0,0.0128011851647255,0.0,0.0,0.0,0.0,0.0,0.0,0.079490462494937,0.0,0,0,0,1
996,9000054371,1,43,0,0.0,1,0,5,2,112.5,0,1,9000054371_1,0,1,0,1,1,0,0,1,1,2,18,512,19,8,27,0,0,0,492,8,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0013882627119204,0,0,1,0
1321,9000072870,1,33,0,1.0,1,0,2,2,87.5,0,1,9000072870_1,0,1,0,0,1,0,0,1,1,2,45,580,0,25,25,0,0,0,580,20,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
3093,9000128687,1,23,1,0.0,97,0,1,1,20.0,0,1,9000128687_1,0,1,1,0,0,0,0,0,1,1,51,398,0,32,32,0,0,0,0,0,0,398,19,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1023,0.1484868583830895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
2098,9000097268,1,46,0,1.0,1,1,1,1,87.5,0,1,9000097268_1,0,1,0,1,1,0,0,1,1,1,47,113,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,113,22,135,0,0,0,1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427519804209498,0.0,0,0,1,0
1939,9000089641,1,38,0,1.0,2,1,7,2,87.5,1,1,9000089641_1,1,1,0,1,0,1,0,0,0,3,30,364,96,14,110,0,0,0,0,0,0,0,0,0,240,10,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,6,34,0,0,0,0,0,0,1156,0.0,0.0850274865992949,0.0,0.0,0.0,0.0,0.0,0.0125891273080204,0.0,0.0,0,1,0,0
1056,9000055443,1,59,0,1.0,3,1,1,1,87.5,0,1,9000055443_1,0,1,1,1,0,0,1,0,1,1,30,0,0,0,0,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
4461,9000209091,2,34,0,0.0,3,1,2,2,250.0,1,1,9000209091_2,0,1,1,1,0,0,1,0,1,2,50,130,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,130,10,140,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,0,0,0,0,0,0,1280,0.0,0.0,0.0450783747351881,0.0,0.0,0.0,0.0,0.0067333826589684,0.0,0.0,0,1,0,0
1419,9000074403,1,45,0,0.0,1,1,1,1,112.5,1,1,9000074403_1,0,1,1,1,1,0,0,1,1,1,105,135,0,60,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,45,180,0,0,0,0,0,0,1260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0579919469776867,0.0,0.0,0,0,1,0
4380,9000175170,2,36,0,1.0,1,1,4,2,175.0,0,1,9000175170_2,1,1,1,1,1,0,0,1,1,2,20,420,350,10,360,0,0,0,0,0,0,0,0,0,60,5,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,1360,0.0,0.0202759559743115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0047637897960639,0,1,0,0
3366,9000148127,1,28,0,0.0,1,1,1,1,62.5,0,1,9000148127_1,0,1,1,0,1,0,0,1,1,1,44,630,14,21,35,0,0,0,616,23,639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4945,9000217304,2,54,0,0.0,1,1,2,2,137.5,0,1,9000217304_2,0,1,0,1,1,0,0,1,1,2,200,580,20,100,120,0,0,0,530,70,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,60,0,0,0,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0321846833714012,0.0,0,0,1,0
1962,9000089940,1,57,0,1.0,1,1,1,2,87.5,0,1,9000089940_1,0,1,1,1,1,0,0,1,1,1,85,65,0,40,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,65,35,100,0,0,0,1330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032531573977218,0.031484396497976,0.0,0,0,1,0
2430,9000106920,3,28,0,0.0,1,1,3,1,137.5,1,1,9000106920_3,0,1,1,1,1,0,0,1,0,3,55,55,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,30,85,0,0,0,0,0,0,0,0,0,0,0,0,1355,0.0,0.0,0.0,0.0,0.0,0.0264231968848251,0.0,0.0,0.0,0.0,0,1,0,0
1026,9000055044,2,41,0,0.0,1,0,3,2,112.5,1,1,9000055044_2,0,1,0,1,1,0,0,1,0,2,145,525,95,70,165,0,0,0,0,0,0,0,0,0,0,0,0,430,75,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,935,0.0,0.0,0.1875508812227318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
4804,9000214730,2,51,0,0.0,2,0,5,2,30.0,0,1,9000214730_2,1,1,0,1,0,1,0,0,1,2,29,105,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,15,120,1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0377885608893997,0,0,1,0
759,9000050655,1,36,0,0.0,1,1,3,2,137.5,0,1,9000050655_1,1,1,1,1,1,0,0,1,0,2,45,330,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,285,15,300,0,0,0,0,0,0,0,0,0,0,0,0,45,15,60,0,0,0,0,0,0,1080,0.0,0.0,0.1064553309142867,0.0,0.0,0.0,0.0,0.0234810958495229,0.0,0.0,0,1,0,0
2868,9000125798,1,28,0,1.0,1,1,2,2,112.5,0,1,9000125798_1,0,1,1,1,1,0,0,1,0,2,45,380,0,10,10,0,0,0,355,15,370,0,0,0,25,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,0,0,0,1025,0.0,0.0125285942419383,0.0,0.0,0.0,0.0,0.0,0.0063094739070072,0.0,0.0,0,1,0,0
4539,9000210264,1,40,0,1.0,1,1,2,1,112.5,0,1,9000210264_1,0,1,1,1,1,0,0,1,1,2,28,92,0,10,10,0,0,0,0,0,0,0,0,0,92,8,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,1330,0.0,0.031484396497976,0.0,0.0,0.0,0.0,0.0,0.0,0.0032531573977218,0.0,0,1,0,0
2197,9000098388,2,43,0,0.0,1,0,4,2,87.5,0,0,9000098388_2,0,1,0,1,1,0,0,1,0,3,4,598,0,2,2,0,0,0,598,2,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3933,9000168587,1,69,0,0.0,1,0,3,1,30.0,0,1,9000168587_1,0,0,0,1,1,0,0,1,1,1,10,655,0,5,5,0,0,0,655,5,660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1422,9000074440,1,34,0,1.0,1,0,2,3,175.0,0,0,9000074440_1,0,1,1,1,1,0,0,1,0,2,55,80,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,25,105,0,0,0,0,0,0,0,0,0,0,0,0,1335,0.0,0.0,0.0,0.0,0.0,0.0328812263946556,0.0,0.0,0.0,0.0,0,1,0,0
3003,9000127469,1,67,0,0.0,1,1,2,2,112.5,1,1,9000127469_1,0,1,1,1,1,0,0,1,1,2,50,320,0,5,5,0,0,0,0,0,0,0,0,0,35,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,285,15,300,0,0,0,1075,0.0,0.0254963870848484,0.0,0.0,0.0,0.0,0.0,0.0,0.1068942339146573,0.0,0,0,0,1
3687,9000165501,2,52,0,1.0,1,0,3,3,112.5,0,1,9000165501_2,0,1,1,1,1,0,0,1,0,3,40,125,0,15,15,0,0,0,0,0,0,0,0,0,125,25,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,0.0,0.0477727817960006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
3906,9000168265,1,47,0,0.0,1,0,1,0,20.0,0,1,9000168265_1,0,1,0,0,1,0,0,1,1,0,60,555,0,30,30,0,0,0,555,30,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
1380,9000073759,1,31,0,0.0,1,1,2,2,175.0,0,1,9000073759_1,0,1,1,1,1,0,0,1,1,2,80,765,40,20,60,385,20,405,75,5,80,0,0,0,75,15,90,0,0,0,75,15,90,115,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0.0,0.0353919750888414,0.0,0.0353919750888414,0.0465761420413551,0.0,0.0,0.0,0.0,0.0,0,1,0,0
729,9000050174,1,65,0,1.0,1,0,1,1,250.0,0,1,9000050174_1,0,1,1,1,1,0,0,1,1,1,50,490,0,15,15,0,0,0,465,30,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,30,0,0,0,0,0,0,915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0140107144428146,0.0,0.0,0,0,0,1
1156,9000057119,1,50,0,0.0,1,1,1,1,112.5,1,1,9000057119_1,0,1,1,1,1,0,0,1,1,1,236,519,10,40,50,0,0,0,0,0,0,0,0,0,45,11,56,0,0,0,30,60,90,415,90,505,0,0,0,0,0,0,10,10,20,0,0,0,9,25,34,735,0.0,0.0318891444134816,0.0,0.0501666094657301,0.2271343460780402,0.0,0.0,0.0116596125449933,0.0,0.0196390007172361,0,0,1,0
4760,9000213958,2,37,0,0.0,1,0,5,2,112.5,0,1,9000213958_2,1,1,1,0,1,0,0,1,1,2,76,444,57,38,95,0,0,0,335,5,340,0,0,0,35,30,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,3,20,1015,0.0,0.0269577132377179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0084743075437048,0,1,0,0
3961,9000168959,2,36,0,1.0,2,1,3,2,175.0,1,1,9000168959_2,1,1,1,1,0,1,0,0,0,2,175,530,120,90,210,0,0,0,140,70,210,0,0,0,0,0,0,0,0,0,0,0,0,270,15,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945,0.0,0.0,0.0,0.0,0.114473302930135,0.0,0.0,0.0,0.0,0.0,0,1,0,0
