,HOUSEID_x,PERSONID_x,R_AGE,R_HISP,R_SEX,R_RACE,WKRMHM,HHSIZE,HHVEHCNT,HHFAMINC,URBANSIZE,URBRUR,uni_Per_ID,YOUNGCHILD,Highschool,EDU_College,HM_OWN,NONHISWHITE,Race_Black,Race_Asian,Race_White,weekday,DRVRCNT,Total_TT,Total_AT,AT_ReguHMact,TT_ReguHMact,ReguHMact,AT_WorkFromHM,TT_WorkFromHM,WorkFromHM,AT_WorkNonHM,TT_WorkNonHM,WorkNonHM,AT_School,TT_School,School,AT_Shopping,TT_Shopping,Shopping,AT_Social1,TT_Social1,Social1,AT_Social2,TT_Social2,Social2,AT_Social3,TT_Social3,Social3,AT_Social4,TT_Social4,Social4,AT_Personal_self,TT_Personal_self,Personal_self,AT_Personal_meal,TT_Personal_meal,Personal_meal,AT_Family_business,TT_Family_business,Family_business,AT_Pick_Drop,TT_Pick_Drop,Pick_Drop,HW_TIME,ln_School,ln_Shopping,ln_Social1,ln_Social2,ln_Social3,ln_Social4,ln_Personal_self,ln_Personal_meal,ln_Family_business,ln_Pick_Drop,genZ,Millennials,genX,boomers2
76108,40557224,3,32.0,0.0,1.0,1.0,0,3,2,62.5,0,1,40557224_3,0,1,0,1,1,0,0.0,1.0,1,2,145,138,15,68,83,0,0,0,0,0,0,0,0,0,123,77,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0.0,0.0649408069330146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
34945,30410078,1,38.0,0.0,0.0,1.0,0,3,2,62.5,0,1,30410078_1,0,1,1,1,1,0,0.0,1.0,0,2,80,820,285,30,315,0,0,0,445,20,465,0,0,0,45,15,60,0,0,0,45,15,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0294549793382756,0.0,0.0294549793382756,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
67079,40380380,2,32.0,0.0,1.0,2.0,0,3,0,112.5,1,1,40380380_2,0,1,1,0,0,1,0.0,0.0,1,2,60,470,0,30,30,0,0,0,470,30,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
83393,40698824,2,53.0,0.0,1.0,1.0,1,4,3,175.0,0,0,40698824_2,0,1,1,1,1,0,0.0,1.0,1,3,135,540,0,15,15,0,0,0,445,45,490,0,0,0,90,55,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,25,780,0.0,0.0740471300485522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013701277677388,0,0,0,1
45554,30536508,1,66.0,0.0,0.0,1.0,0,2,2,250.0,0,1,30536508_1,0,1,1,1,1,0,0.0,1.0,0,2,28,153,0,6,6,0,0,0,44,2,46,0,0,0,15,5,20,0,0,0,0,0,0,0,0,0,90,10,100,0,0,0,0,0,0,4,5,9,0,0,0,1265,0.0,0.0068126021554765,0.0,0.0,0.0,0.0330421258649381,0.0,0.0,0.0030789024874948,0.0,0,0,0,0
50213,40054505,2,52.0,0.0,0.0,1.0,0,4,2,87.5,1,1,40054505_2,0,1,1,1,1,0,0.0,1.0,1,3,40,735,0,15,15,0,0,0,735,25,760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,680,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
25851,30303711,1,50.0,0.0,0.0,2.0,1,4,2,112.5,0,1,30303711_1,0,1,1,0,0,1,0.0,0.0,1,2,207,513,120,55,175,0,0,0,270,37,307,0,0,0,15,20,35,105,45,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,50,53,895,0.0,0.0166599132380231,0.0672932551311608,0.0,0.0,0.0,0.0,0.0,0.0,0.0249853020221542,0,0,1,0
76548,40566462,1,42.0,0.0,0.0,1.0,0,4,2,112.5,0,1,40566462_1,0,1,1,1,1,0,0.0,1.0,1,2,45,685,125,35,160,0,0,0,560,10,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
56457,40177196,2,20.0,1.0,1.0,5.0,0,6,4,250.0,0,1,40177196_2,0,1,0,0,0,0,0.0,0.0,1,5,50,670,69,21,90,0,0,0,515,14,529,86,15,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0510333580943484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
83211,40695205,2,19.0,1.0,0.0,1.0,0,3,1,30.0,0,1,40695205_2,1,1,0,1,0,0,0.0,1.0,1,1,35,495,0,20,20,0,0,0,495,15,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
56746,40182732,1,30.0,0.0,1.0,1.0,0,4,2,137.5,0,1,40182732_1,1,1,1,1,1,0,0.0,1.0,0,2,145,195,30,70,100,0,0,0,0,0,0,0,0,0,60,15,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,60,165,0,0,0,0,0,0,1200,0.0,0.0263289387223491,0.0,0.0,0.0,0.0,0.0,0.0559514053291499,0.0,0.0,0,1,0,0
55430,40156966,2,24.0,1.0,0.0,1.0,0,5,1,20.0,0,1,40156966_2,2,1,0,0,0,0,0.0,1.0,1,2,13,642,0,5,5,0,0,0,632,3,635,0,0,0,10,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,0.0,0.0081687890774271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
51180,40073469,1,35.0,0.0,1.0,3.0,0,4,2,112.5,0,1,40073469_1,0,1,1,0,0,0,1.0,0.0,1,2,67,508,285,35,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,10,165,25,20,45,0,0,0,43,2,45,0,0,0,1185,0.0,0.0,0.0,0.0,0.0,0.0566154181488834,0.0161867610932752,0.0,0.0161867610932752,0.0,0,1,0,0
81047,40654458,2,57.0,0.0,1.0,1.0,0,2,2,175.0,0,0,40654458_2,0,1,1,1,1,0,0.0,1.0,0,2,40,305,235,20,255,0,0,0,0,0,0,0,0,0,30,15,45,0,0,0,40,5,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1350,0.0,0.0142404391146102,0.0,0.0142404391146102,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
60695,40256992,1,50.0,0.0,1.0,1.0,0,2,3,112.5,0,0,40256992_1,0,1,1,1,1,0,0.0,1.0,0,2,100,365,285,40,325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,65,45,110,0,0,0,1300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0099082886602489,0.0352757603485431,0.0,0,0,1,0
31856,30373574,2,27.0,0.0,1.0,1.0,0,3,2,62.5,0,1,30373574_2,0,1,1,1,1,0,0.0,1.0,1,3,317,728,209,105,314,0,0,0,518,65,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,147,148,709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0823345867401316,0,1,0,0
79209,40617564,1,44.0,0.0,0.0,1.0,0,5,2,250.0,0,1,40617564_1,0,1,1,1,1,0,0.0,1.0,1,2,244,611,145,105,250,0,0,0,335,74,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,15,135,0,0,0,0,0,0,0,0,0,11,50,61,835,0.0,0.0,0.0,0.0,0.0,0.0650852587826427,0.0,0.0,0.0,0.030621534178523,0,0,1,0
16731,30195057,2,44.0,0.0,0.0,1.0,1,3,1,62.5,0,1,30195057_2,1,1,1,1,1,0,0.0,1.0,1,2,49,481,44,30,74,0,0,0,0,0,0,0,0,0,0,0,0,90,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,9,356,984,0.0,0.0,0.0420341837710265,0.0,0.0,0.0,0.0,0.0,0.0,0.1341096999334661,0,0,1,0
81079,40655043,2,62.0,0.0,1.0,1.0,0,4,4,137.5,1,1,40655043_2,1,1,0,1,1,0,0.0,1.0,1,3,127,224,0,10,10,0,0,0,0,0,0,0,0,0,171,95,266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,22,75,0,0,0,1099,0.0,0.0941349589532842,0.0,0.0,0.0,0.0,0.0,0.0,0.0286704044881051,0.0,0,0,0,1
84264,40715050,1,50.0,0.0,0.0,3.0,0,8,2,87.5,0,1,40715050_1,1,1,1,1,0,0,1.0,0.0,1,2,90,795,150,20,170,0,0,0,515,25,540,0,0,0,35,15,50,0,0,0,90,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,20,25,725,0.0,0.0289636959353165,0.0,0.0561159419789314,0.0,0.0,0.0,0.0,0.0,0.0147232568207063,0,0,1,0
1842,30021520,1,52.0,0.0,1.0,2.0,0,1,1,42.5,0,1,30021520_1,0,1,0,1,0,1,0.0,0.0,1,1,120,600,0,10,10,0,0,0,510,50,560,0,0,0,30,15,45,0,0,0,0,0,0,60,45,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0.0,0.0259788423858544,0.0,0.0,0.0583636153631461,0.0,0.0,0.0,0.0,0.0,0,0,1,0
37800,30444910,2,35.0,0.0,1.0,1.0,0,3,3,42.5,0,1,30444910_2,0,1,1,0,1,0,0.0,1.0,1,3,78,810,28,37,65,0,0,0,740,39,779,0,0,0,0,0,0,9,1,10,33,1,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,617,0.0,0.0,0.0069823767974747,0.0232958245349502,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
12347,30144635,1,28.0,0.0,1.0,2.0,0,1,1,30.0,1,1,30144635_1,0,1,1,0,0,1,0.0,0.0,1,1,182,664,92,50,142,0,0,0,0,0,0,0,0,0,10,5,15,102,15,117,0,0,0,0,0,0,65,15,80,0,0,0,0,0,0,0,0,0,395,97,492,736,0.0,0.0087621226666695,0.0640712168300242,0.0,0.0,0.0448123444163623,0.0,0.0,0.0,0.22232055246765,0,1,0,0
67609,40389154,1,36.0,0.0,1.0,1.0,0,1,2,62.5,0,1,40389154_1,0,1,1,1,1,0,0.0,1.0,0,1,57,110,0,14,14,0,0,0,70,5,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,38,78,0,0,0,1287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0255541044723881,0.0,0,1,0,0
14656,30171391,2,34.0,0.0,1.0,2.0,0,5,3,62.5,0,1,30171391_2,1,1,1,1,0,1,0.0,0.0,1,2,20,360,360,20,380,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
37637,30442861,2,50.0,0.0,0.0,1.0,1,4,3,250.0,0,0,30442861_2,0,1,0,1,1,0,0.0,1.0,1,3,75,450,0,45,45,0,0,0,450,30,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
64426,40329520,1,81.0,0.0,1.0,6.0,1,1,1,20.0,0,1,40329520_1,0,1,0,0,0,0,0.0,0.0,0,1,25,360,0,15,15,0,0,0,360,10,370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1070,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
59745,40239669,5,25.0,0.0,1.0,2.0,0,6,5,87.5,1,1,40239669_5,0,1,0,1,0,1,0.0,0.0,0,5,30,570,0,15,15,0,0,0,570,15,585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
65338,40346081,2,49.0,0.0,1.0,1.0,0,2,4,175.0,0,1,40346081_2,0,1,1,1,1,0,0.0,1.0,1,2,110,930,760,70,830,0,0,0,0,0,0,0,0,0,85,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,75,0,0,0,25,10,35,1230,0.0,0.0339465295276878,0.0,0.0,0.0,0.0,0.0,0.0257054002349018,0.0,0.0121854140724388,0,0,1,0
86554,40758834,1,58.0,0.0,1.0,1.0,0,2,2,112.5,0,1,40758834_1,0,1,0,1,1,0,0.0,1.0,1,2,15,540,0,5,5,0,0,0,540,10,550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,890,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
1100,30012557,1,63.0,0.0,1.0,1.0,0,2,3,112.5,0,0,30012557_1,0,1,1,1,1,0,0.0,1.0,1,2,68,538,0,34,34,0,0,0,538,34,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
38907,30457292,1,38.0,0.0,0.0,1.0,0,1,1,62.5,0,1,30457292_1,0,1,1,1,1,0,0.0,1.0,1,1,48,553,0,3,3,0,0,0,528,23,551,0,0,0,25,22,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0.0,0.0235896694705642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
27465,30322566,1,47.0,0.0,1.0,1.0,0,1,2,62.5,0,1,30322566_1,0,1,1,1,1,0,0.0,1.0,1,1,58,415,0,3,3,0,0,0,400,35,435,0,0,0,15,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,970,0.0,0.0153943274902628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
70179,40440039,1,57.0,0.0,1.0,1.0,1,1,1,42.5,0,1,40440039_1,0,1,1,1,1,0,0.0,1.0,1,1,70,555,0,10,10,0,0,0,530,25,555,0,0,0,25,35,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,825,0.0,0.0304893221479003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
59303,40230721,1,53.0,0.0,0.0,1.0,1,4,3,250.0,1,1,40230721_1,0,1,1,0,1,0,0.0,1.0,1,2,35,390,0,10,10,0,0,0,380,15,395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,1025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0083924250552997,0,0,0,1
32179,30377372,1,48.0,0.0,1.0,1.0,0,3,5,42.5,0,0,30377372_1,0,1,0,1,1,0,0.0,1.0,1,3,24,563,0,11,11,0,0,0,563,13,576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,864,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
15454,30181034,1,65.0,0.0,1.0,1.0,0,1,1,87.5,1,1,30181034_1,0,1,0,1,1,0,0.0,1.0,1,1,54,525,0,22,22,0,0,0,453,14,467,0,0,0,5,5,10,0,0,0,0,0,0,0,0,0,0,0,0,59,6,65,3,2,5,5,5,10,0,0,0,883,0.0,0.0048907553109778,0.0,0.0,0.0,0.0,0.0308476337604977,0.0024522622010324,0.0048907553109778,0.0,0,0,0,0
42820,30503924,1,68.0,0.0,1.0,1.0,1,2,1,250.0,1,1,30503924_1,0,1,1,1,1,0,0.0,1.0,0,2,60,225,0,25,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,15,140,100,20,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1180,0.0,0.0,0.0,0.0486919238997244,0.0420613450007113,0.0,0.0,0.0,0.0,0.0,0,0,0,0
56190,40171864,1,52.0,0.0,0.0,2.0,0,2,3,137.5,0,1,40171864_1,0,1,1,1,0,1,0.0,0.0,0,2,65,500,180,15,195,0,0,0,0,0,0,0,0,0,45,30,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,20,295,0,0,0,1070,0.0,0.0294217089906971,0.0,0.0,0.0,0.0,0.0,0.0,0.1057488736915651,0.0,0,0,1,0
51357,40076951,1,62.0,0.0,1.0,1.0,0,1,1,30.0,0,1,40076951_1,0,1,0,1,1,0,0.0,1.0,1,1,118,548,0,66,66,0,0,0,548,52,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
70925,40455857,2,58.0,0.0,1.0,1.0,0,3,3,137.5,0,1,40455857_2,0,1,0,1,1,0,0.0,1.0,1,3,50,840,0,15,15,0,0,0,840,35,875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
1376,30015714,2,33.0,0.0,0.0,1.0,0,4,2,137.5,0,1,30015714_2,1,1,0,1,1,0,0.0,1.0,1,2,157,8,0,150,150,0,0,0,0,0,0,0,0,0,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1425,0.0,0.0045476277507206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
21273,30248857,3,23.0,0.0,0.0,3.0,0,3,4,62.5,0,1,30248857_3,0,1,0,1,0,0,1.0,0.0,0,3,60,480,0,30,30,0,0,0,450,15,465,0,0,0,30,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.0,0.0205216671446016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
52153,40091172,2,48.0,0.0,0.0,3.0,0,4,2,87.5,0,1,40091172_2,0,1,0,1,0,0,1.0,0.0,0,3,45,320,0,10,10,0,0,0,0,0,0,0,0,0,261,19,280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,16,75,0,0,0,0,0,0,1085,0.0,0.0997029131922265,0.0,0.0,0.0,0.0,0.0,0.0290282510423701,0.0,0.0,0,0,1,0
51121,40072226,2,50.0,0.0,1.0,1.0,0,2,2,250.0,1,1,40072226_2,0,1,1,1,1,0,0.0,1.0,1,2,49,781,0,25,25,0,0,0,781,24,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
81520,40663308,2,29.0,0.0,0.0,1.0,0,2,2,30.0,0,1,40663308_2,0,1,0,0,1,0,0.0,1.0,1,2,75,180,0,15,15,0,0,0,0,0,0,0,0,0,175,58,233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,7,0,0,0,1200,0.0,0.0770649443497196,0.0,0.0,0.0,0.0,0.0,0.0,0.0025260240497243,0.0,0,1,0,0
62561,40294089,2,33.0,0.0,0.0,1.0,0,3,2,112.5,0,0,40294089_2,1,1,0,1,1,0,0.0,1.0,1,2,20,345,220,10,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,15,0,0,0,115,5,120,1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0049634195315501,0.0,0.0382043526702291,0,1,0,0
39503,30464347,1,48.0,0.0,0.0,1.0,1,3,2,112.5,0,1,30464347_1,0,1,1,1,1,0,0.0,1.0,1,2,85,480,0,5,5,0,0,0,405,25,430,0,0,0,35,25,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,30,70,880,0.0,0.02864518144953,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0332409331386791,0,0,1,0
81948,40671757,1,65.0,0.0,0.0,2.0,0,1,1,30.0,0,1,40671757_1,0,1,1,1,0,1,0.0,0.0,1,1,30,195,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,195,15,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0.0,0.0,0.0,0.0,0.0684573806558516,0.0,0.0,0.0,0.0,0.0,0,0,0,0
12426,30145433,2,40.0,0.0,0.0,1.0,1,2,2,62.5,0,0,30145433_2,0,1,0,1,1,0,0.0,1.0,1,2,105,595,0,55,55,0,0,0,593,5,598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,45,47,795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0249449628431792,0,0,1,0
23856,30279479,2,43.0,0.0,1.0,6.0,0,4,2,62.5,0,1,30279479_2,1,1,1,1,0,0,0.0,0.0,0,2,110,225,0,35,35,0,0,0,0,0,0,0,0,0,75,45,120,150,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1140,0.0,0.0434656937810902,0.0636690798693773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
31600,30370882,2,62.0,0.0,0.0,1.0,0,2,2,62.5,0,1,30370882_2,0,1,0,1,1,0,0.0,1.0,1,2,5,634,0,3,3,0,0,0,634,2,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
38318,30451059,1,73.0,0.0,0.0,1.0,0,3,3,137.5,1,1,30451059_1,0,1,1,1,1,0,0.0,1.0,1,3,20,30,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10,40,0,0,0,0,0,0,1400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0122344564170115,0.0,0.0,0,0,0,0
84517,40719994,2,39.0,0.0,1.0,1.0,0,5,2,175.0,0,1,40719994_2,0,1,1,1,1,0,0.0,1.0,1,2,33,475,0,7,7,0,0,0,473,17,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,11,939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0050580130227367,0,0,1,0
30665,30360185,3,26.0,0.0,1.0,1.0,0,3,3,42.5,0,0,30360185_3,0,1,1,1,1,0,0.0,1.0,1,3,60,450,0,30,30,0,0,0,450,30,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
70933,40456086,1,57.0,0.0,0.0,6.0,0,1,2,30.0,0,1,40456086_1,0,1,1,0,0,0,0.0,0.0,1,1,78,288,0,13,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,146,40,186,142,25,167,1087,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0685988595673608,0.0620679924084031,0,0,0,1
8998,30104991,2,61.0,0.0,0.0,1.0,1,2,2,250.0,1,1,30104991_2,0,1,1,1,1,0,0.0,1.0,0,2,103,501,0,0,0,0,6,6,314,39,353,0,0,0,35,20,55,0,0,0,152,38,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842,0.0,0.0274803515444426,0.0,0.088367605791543,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
22782,30266638,1,53.0,0.0,1.0,1.0,0,2,2,175.0,0,1,30266638_1,0,1,1,1,1,0,0.0,1.0,1,2,56,624,0,10,10,0,0,0,605,20,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,20,0,0,0,9,16,25,770,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111363661179595,0.0,0.0138764034839884,0,0,0,1
28843,30338743,1,70.0,0.0,1.0,1.0,1,2,3,87.5,0,0,30338743_1,0,1,1,1,1,0,0.0,1.0,1,2,98,432,0,20,20,0,0,0,280,45,325,0,0,0,0,0,0,0,0,0,75,15,90,0,0,0,0,0,0,0,0,0,77,18,95,0,0,0,0,0,0,930,0.0,0.0,0.0,0.0401172232079824,0.0,0.0,0.0,0.0422409168378379,0.0,0.0,0,0,0,0
82120,40674605,2,53.0,0.0,0.0,1.0,0,4,3,62.5,0,1,40674605_2,0,1,1,1,1,0,0.0,1.0,1,3,47,574,0,24,24,0,0,0,574,23,597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
4964,30057021,2,64.0,0.0,1.0,1.0,0,2,2,87.5,0,1,30057021_2,0,1,0,0,1,0,0.0,1.0,1,2,23,532,0,8,8,0,0,0,487,9,496,0,0,0,0,0,0,0,0,0,0,0,0,45,6,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,0.0,0.0,0.0,0.0,0.0241205354095225,0.0,0.0,0.0,0.0,0.0,0,0,0,0
75360,40542386,1,65.0,0.0,1.0,1.0,0,1,1,30.0,0,0,40542386_1,0,1,1,0,1,0,0.0,1.0,0,1,64,492,190,28,218,0,0,0,0,0,0,0,0,0,53,20,73,0,0,0,0,0,0,249,16,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1102,0.0,0.0278562720919888,0.0,0.0,0.093586920052056,0.0,0.0,0.0,0.0,0.0,0,0,0,0
26342,30309352,3,26.0,0.0,0.0,2.0,1,3,4,30.0,0,0,30309352_3,0,1,1,1,0,1,0.0,0.0,1,3,220,710,0,85,85,0,0,0,635,120,755,0,0,0,0,0,0,0,0,0,75,15,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,595,0.0,0.0,0.0,0.0611736057638759,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
26878,30315526,1,46.0,0.0,1.0,1.0,0,2,3,112.5,0,1,30315526_1,0,1,1,1,1,0,0.0,1.0,1,2,12,40,0,6,6,0,0,0,0,0,0,0,0,0,40,6,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1394,0.0,0.014099718333259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
