,HOUSEID_x,PERSONID_x,R_AGE,R_HISP,R_SEX,R_RACE,WKRMHM,HHSIZE,HHVEHCNT,HHFAMINC,URBANSIZE,URBRUR,uni_Per_ID,YOUNGCHILD,Highschool,EDU_College,HM_OWN,NONHISWHITE,Race_Black,Race_Asian,Race_White,weekday,DRVRCNT,Total_TT,Total_AT,AT_ReguHMact,TT_ReguHMact,ReguHMact,AT_WorkFromHM,TT_WorkFromHM,WorkFromHM,AT_WorkNonHM,TT_WorkNonHM,WorkNonHM,AT_School,TT_School,School,AT_Shopping,TT_Shopping,Shopping,AT_Social1,TT_Social1,Social1,AT_Social2,TT_Social2,Social2,AT_Social3,TT_Social3,Social3,AT_Social4,TT_Social4,Social4,AT_Personal_self,TT_Personal_self,Personal_self,AT_Personal_meal,TT_Personal_meal,Personal_meal,AT_Family_business,TT_Family_business,Family_business,AT_Pick_Drop,TT_Pick_Drop,Pick_Drop,HW_TIME,ln_School,ln_Shopping,ln_Social1,ln_Social2,ln_Social3,ln_Social4,ln_Personal_self,ln_Personal_meal,ln_Family_business,ln_Pick_Drop,genZ,Millennials,genX,boomers2
33779,30395889,1,72.0,0.0,0.0,1.0,0,2,3,62.5,0,1,30395889_1,0,1,0,1,1,0,0.0,1.0,1,2,48,222,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,10,160,0,0,0,0,0,0,0,0,0,45,10,55,27,13,40,0,0,0,1185,0.0,0.0,0.0,0.055003933992304,0.0,0.0,0.0,0.0197033348161124,0.0144177383544286,0.0,0,0,0,0
22273,30260300,4,20.0,1.0,1.0,97.0,0,6,3,30.0,0,1,30260300_4,0,1,0,1,0,0,0.0,0.0,1,3,20,15,0,5,5,0,0,0,0,0,0,0,0,0,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0.0,0.0091433794398697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
81906,40671011,4,22.0,1.0,1.0,1.0,0,5,3,7.5,0,1,40671011_4,1,1,0,1,0,0,0.0,1.0,1,3,50,480,0,20,20,0,0,0,0,0,0,480,30,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.1898795435413145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
9293,30108538,3,24.0,0.0,0.0,1.0,0,3,3,112.5,1,1,30108538_3,0,1,0,1,1,0,0.0,1.0,1,3,95,549,0,39,39,0,0,0,549,56,605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
39509,30464449,1,31.0,0.0,0.0,1.0,0,3,2,42.5,0,1,30464449_1,1,1,1,0,1,0,0.0,1.0,1,2,123,284,54,35,89,0,0,0,0,0,0,0,0,0,12,3,15,0,0,0,0,0,0,38,24,62,0,0,0,0,0,0,43,5,48,137,56,193,0,0,0,1122,0.0,0.0057676077675922,0.0,0.0,0.0233588454667583,0.0,0.0,0.018193004826019,0.0689328959056341,0.0,0,1,0,0
4202,30048056,2,46.0,0.0,1.0,1.0,0,4,3,42.5,0,0,30048056_2,0,1,1,1,1,0,0.0,1.0,1,3,130,531,51,48,99,0,0,0,425,36,461,0,0,0,0,0,0,0,0,0,0,0,0,32,15,47,0,0,0,0,0,0,0,0,0,0,0,0,23,31,54,878,0.0,0.0,0.0,0.0,0.02264721683293,0.0,0.0,0.0,0.0,0.0259213964478788,0,0,1,0
53179,40112947,5,72.0,1.0,1.0,1.0,0,5,4,112.5,0,1,40112947_5,0,1,0,1,0,0,0.0,1.0,1,4,40,250,0,20,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,20,270,0,0,0,0,0,0,0,0,0,1170,0.0,0.0,0.0,0.0,0.0,0.0,0.090176630349088,0.0,0.0,0.0,0,0,0,0
55175,40152227,1,52.0,0.0,0.0,1.0,0,2,4,62.5,0,1,40152227_1,0,1,0,1,1,0,0.0,1.0,1,2,60,570,0,30,30,0,0,0,570,30,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
66642,40372134,3,23.0,0.0,1.0,1.0,0,3,0,62.5,1,1,40372134_3,0,1,1,0,1,0,0.0,1.0,1,0,60,960,0,30,30,0,0,0,960,30,990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
76483,40564967,1,36.0,0.0,1.0,2.0,0,1,1,20.0,0,1,40564967_1,0,1,0,0,0,1,0.0,0.0,1,1,101,474,270,95,365,0,0,0,175,5,180,0,0,0,29,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1230,0.0,0.0104654336781649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
59677,40238377,1,65.0,0.0,0.0,1.0,0,2,3,175.0,1,1,40238377_1,0,1,1,1,1,0,0.0,1.0,1,2,150,570,0,90,90,0,0,0,570,60,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
38766,30456052,1,55.0,1.0,0.0,1.0,0,1,1,62.5,0,1,30456052_1,0,1,1,1,0,0,0.0,1.0,1,1,75,645,0,45,45,0,0,0,645,30,675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
53989,40128699,1,35.0,0.0,1.0,1.0,0,1,1,42.5,0,1,40128699_1,0,1,1,1,1,0,0.0,1.0,1,1,117,913,159,11,170,0,0,0,160,20,180,0,0,0,0,0,0,0,0,0,135,5,140,312,33,345,0,0,0,0,0,0,0,0,0,147,48,195,0,0,0,580,0.0,0.0,0.0,0.0939045028683311,0.2027137391760953,0.0,0.0,0.0,0.125873708943373,0.0,0,1,0,0
73866,40513277,1,26.0,0.0,0.0,1.0,0,2,5,42.5,0,1,40513277_1,0,1,0,1,1,0,0.0,1.0,1,2,70,865,0,20,20,0,0,0,600,15,615,0,0,0,0,0,0,0,0,0,0,0,0,150,20,170,0,0,0,0,0,0,0,0,0,0,0,0,115,15,130,525,0.0,0.0,0.0,0.0,0.121825501184157,0.0,0.0,0.0,0.0,0.0960819965858262,0,1,0,0
53453,40118343,2,54.0,0.0,1.0,1.0,0,3,2,112.5,0,1,40118343_2,0,1,1,1,1,0,0.0,1.0,1,2,29,521,0,15,15,0,0,0,521,14,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
38256,30450282,3,25.0,0.0,0.0,1.0,0,3,3,87.5,0,1,30450282_3,0,1,1,0,1,0,0.0,1.0,1,3,57,428,0,30,30,0,0,0,428,27,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
63629,40314283,1,44.0,0.0,0.0,1.0,0,2,6,112.5,0,0,40314283_1,0,1,0,1,1,0,0.0,1.0,0,2,185,541,0,74,74,0,0,0,0,0,0,0,0,0,168,52,220,137,6,143,0,0,0,0,0,0,105,17,122,0,0,0,131,36,167,0,0,0,0,0,0,788,0.0,0.1069343146199511,0.0724234634917873,0.0,0.0,0.0625151748315383,0.0,0.083477154094191,0.0,0.0,0,0,1,0
80719,40647252,2,38.0,1.0,1.0,1.0,0,4,2,175.0,0,1,40647252_2,2,1,1,1,0,0,0.0,1.0,1,2,75,215,0,5,5,0,0,0,75,15,90,0,0,0,70,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,15,75,5,15,20,5,10,15,1155,0.0,0.0308397009340719,0.0,0.0,0.0,0.0,0.0,0.0273231272112347,0.0074558823795919,0.0056038775179984,0,0,1,0
55516,40158700,1,68.0,0.0,1.0,2.0,0,1,0,12.5,0,1,40158700_1,0,1,0,0,0,1,0.0,0.0,1,0,130,255,0,5,5,0,0,0,240,60,300,0,0,0,15,65,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1060,0.0,0.0315989860717023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
73152,40499199,1,47.0,1.0,0.0,2.0,0,1,1,87.5,0,1,40499199_1,0,1,1,0,0,1,0.0,0.0,1,1,330,420,0,240,240,0,0,0,0,0,0,0,0,0,0,0,0,390,75,465,0,0,0,0,0,0,0,0,0,0,0,0,30,15,45,0,0,0,0,0,0,930,0.0,0.0,0.1760912590556812,0.0,0.0,0.0,0.0,0.0205216671446016,0.0,0.0,0,0,1,0
45073,30531062,1,48.0,0.0,0.0,1.0,1,3,3,250.0,0,1,30531062_1,0,1,0,1,1,0,0.0,1.0,0,2,24,714,523,15,538,0,0,0,175,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,5,0,0,0,12,3,15,1240,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0017476662695201,0.0,0.0052220406548219,0,0,1,0
44206,30520270,1,44.0,0.0,0.0,1.0,1,6,2,250.0,0,1,30520270_1,0,1,1,1,1,0,0.0,1.0,1,2,269,321,0,15,15,0,0,0,306,239,545,0,0,0,15,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0.0,0.0148069278510977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
35086,30411697,3,32.0,0.0,0.0,1.0,0,7,5,62.5,0,1,30411697_3,1,1,0,1,1,0,0.0,1.0,1,4,60,690,0,30,30,0,0,0,690,30,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,720,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
9607,30112751,2,40.0,0.0,0.0,2.0,1,4,3,112.5,0,1,30112751_2,0,1,1,1,0,1,0.0,0.0,1,2,90,300,135,45,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,30,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,30,1230,0.0,0.0,0.0,0.0593140012159819,0.0,0.0,0.0,0.0,0.0,0.0104654336781649,0,0,1,0
79747,40628601,1,42.0,0.0,1.0,1.0,0,1,1,20.0,0,1,40628601_1,0,1,1,0,1,0,0.0,1.0,0,1,45,590,0,15,15,0,0,0,590,30,620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
71680,40470326,2,62.0,0.0,1.0,1.0,0,2,2,30.0,0,1,40470326_2,0,1,0,1,1,0,0.0,1.0,1,2,20,530,0,10,10,0,0,0,530,10,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
67305,40384019,1,26.0,0.0,1.0,1.0,0,3,2,87.5,0,0,40384019_1,1,1,1,1,1,0,0.0,1.0,0,2,42,118,0,10,10,0,0,0,0,0,0,0,0,0,70,20,90,0,0,0,0,0,0,48,12,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1290,0.0,0.0292893761019875,0.0,0.0,0.0197440581957571,0.0,0.0,0.0,0.0,0.0,0,1,0,0
28473,30334227,2,51.0,0.0,1.0,3.0,0,4,4,20.0,1,1,30334227_2,0,1,0,1,0,0,1.0,0.0,1,4,95,550,0,25,25,0,0,0,495,30,525,0,0,0,55,40,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,820,0.0,0.0476072416827316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
281,30003573,2,40.0,0.0,0.0,1.0,0,6,4,62.5,0,1,30003573_2,0,1,0,1,1,0,0.0,1.0,1,3,58,435,131,29,160,0,0,0,0,0,0,0,0,0,105,5,110,190,10,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,23,1107,0.0,0.0411429573513421,0.0721279667018214,0.0,0.0,0.0,0.0,0.0,0.0,0.0089308226046969,0,0,1,0
29642,30348344,1,39.0,0.0,0.0,1.0,0,2,1,62.5,0,1,30348344_1,0,1,1,1,1,0,0.0,1.0,1,2,105,600,55,60,115,0,0,0,540,30,570,0,0,0,0,0,0,0,0,0,5,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0.0,0.0,0.0,0.0101003269043257,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
62390,40290754,1,48.0,0.0,0.0,1.0,1,4,3,175.0,0,1,40290754_1,0,1,1,1,1,0,0.0,1.0,1,3,45,215,0,0,0,95,30,125,90,10,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,35,0,0,0,0,0,0,0,0,0,1305,0.0,0.0,0.0,0.0,0.0,0.0,0.0114942866905078,0.0,0.0,0.0,0,0,1,0
87108,40769279,1,49.0,0.0,0.0,6.0,0,1,1,30.0,0,1,40769279_1,0,1,0,0,0,0,0.0,0.0,1,1,18,552,0,8,8,0,0,0,552,10,562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
65350,40346438,2,30.0,0.0,0.0,1.0,0,4,2,112.5,0,1,40346438_2,1,1,1,1,1,0,0.0,1.0,1,2,228,365,0,113,113,0,0,0,0,0,0,0,0,0,37,5,42,245,93,338,0,0,0,0,0,0,0,0,0,0,0,0,83,17,100,0,0,0,0,0,0,960,0.0,0.0185964884916584,0.131003459424782,0.0,0.0,0.0,0.0,0.0430346322252018,0.0,0.0,0,1,0,0
771,30008890,3,21.0,0.0,0.0,1.0,0,3,3,137.5,0,1,30008890_3,0,1,0,1,1,0,0.0,1.0,1,3,65,595,0,30,30,0,0,0,595,35,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
15540,30181996,1,34.0,0.0,0.0,1.0,0,4,2,87.5,0,1,30181996_1,2,1,0,1,1,0,0.0,1.0,1,2,45,645,40,25,65,0,0,0,605,20,625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
31987,30375273,1,46.0,0.0,1.0,1.0,1,2,2,112.5,0,1,30375273_1,0,1,1,1,1,0,0.0,1.0,0,2,158,226,0,146,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,12,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1202,0.0,0.0,0.0,0.0,0.0784580244285289,0.0,0.0,0.0,0.0,0.0,0,0,1,0
25480,30299013,2,38.0,0.0,0.0,1.0,0,5,3,62.5,0,1,30299013_2,0,1,1,1,1,0,0.0,1.0,1,2,30,720,0,15,15,0,0,0,720,15,735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
12638,30147991,1,41.0,0.0,0.0,3.0,1,2,3,175.0,1,1,30147991_1,0,1,1,0,0,0,1.0,0.0,1,2,99,816,0,15,15,0,0,0,545,20,565,200,45,245,0,0,0,0,0,0,0,0,0,70,11,81,0,0,0,0,0,0,0,0,0,0,0,0,1,8,9,540,0.162475896922284,0.0,0.0,0.0,0.0606978403536116,0.0,0.0,0.0,0.0,0.0071785846271233,0,0,1,0
68048,40398075,2,32.0,0.0,1.0,1.0,0,5,2,87.5,0,1,40398075_2,3,1,1,1,1,0,0.0,1.0,1,2,101,556,0,10,10,0,0,0,514,38,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,5,20,0,0,0,27,48,75,793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108173582764643,0.0,0.0392465378588881,0,1,0,0
13667,30160044,2,57.0,1.0,0.0,97.0,0,4,3,42.5,0,1,30160044_2,0,0,0,1,0,0,0.0,0.0,1,2,135,690,150,65,215,0,0,0,525,45,570,0,0,0,10,20,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,830,0.0,0.0154203588674938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0052011936858077,0,0,0,1
15310,30179462,3,16.0,0.0,0.0,1.0,0,3,2,112.5,0,1,30179462_3,0,1,0,1,1,0,0.0,1.0,1,2,30,430,0,20,20,0,0,0,0,0,0,430,10,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,0.1583624920952496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0
14424,30168625,2,53.0,0.0,1.0,2.0,0,2,2,87.5,0,1,30168625_2,0,1,1,0,0,1,0.0,0.0,1,2,127,596,0,5,5,0,0,0,411,46,457,0,0,0,100,50,150,0,0,0,15,1,16,0,0,0,0,0,0,55,15,70,15,10,25,0,0,0,0,0,0,722,0.0,0.0819792873629281,0.0,0.0095191642534024,0.0,0.0,0.0401879840198543,0.0147834042457596,0.0,0.0,0,0,0,1
67815,40393626,1,26.0,1.0,1.0,4.0,0,1,1,30.0,0,1,40393626_1,0,1,0,0,0,0,0.0,0.0,1,1,89,647,32,30,62,0,0,0,536,41,577,0,0,0,0,0,0,0,0,0,0,0,0,74,6,80,0,0,0,0,0,0,5,12,17,0,0,0,0,0,0,766,0.0,0.0,0.0,0.0,0.0431415934064196,0.0,0.0,0.0095329924253394,0.0,0.0,0,1,0,0
83155,40694161,2,36.0,0.0,1.0,1.0,0,3,2,250.0,1,1,40694161_2,1,1,1,1,1,0,0.0,1.0,1,2,164,556,0,65,65,0,0,0,461,10,471,0,0,0,0,0,0,0,0,0,74,22,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,67,88,785,0.0,0.0,0.0,0.0501062516667953,0.0,0.0,0.0,0.0,0.0,0.0461445869603171,0,1,0,0
14105,30165022,2,31.0,1.0,0.0,97.0,0,6,2,30.0,0,1,30165022_2,0,1,0,1,0,0,0.0,0.0,1,2,60,600,0,30,30,0,0,0,600,30,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
7156,30082739,1,72.0,1.0,0.0,1.0,0,1,2,30.0,0,1,30082739_1,0,1,1,0,0,0,0.0,1.0,1,1,148,225,70,98,168,0,0,0,155,50,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
30601,30359340,2,44.0,0.0,0.0,1.0,0,3,2,42.5,0,1,30359340_2,0,1,0,0,1,0,0.0,1.0,1,3,118,739,109,61,170,0,0,0,576,52,628,0,0,0,54,5,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,753,0.0,0.0327610530404747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
42840,30504169,2,44.0,0.0,0.0,1.0,0,3,2,112.5,0,1,30504169_2,0,1,1,1,1,0,0.0,1.0,1,2,150,45,0,75,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,75,120,0,0,0,0,0,0,0,0,0,1320,0.0,0.0,0.0,0.0,0.0,0.0,0.0377885608893997,0.0,0.0,0.0,0,0,1,0
85517,40738738,1,58.0,0.0,0.0,1.0,0,4,5,137.5,0,1,40738738_1,0,1,0,1,1,0,0.0,1.0,0,4,195,285,90,75,165,0,0,0,0,0,0,0,0,0,15,45,60,0,0,0,0,0,0,105,45,150,75,30,105,0,0,0,0,0,0,0,0,0,0,0,0,1125,0.0,0.0225658278987413,0.0,0.0,0.0543576623225926,0.0387525889920166,0.0,0.0,0.0,0.0,0,0,0,1
4557,30052340,2,48.0,0.0,0.0,2.0,1,3,3,112.5,0,1,30052340_2,0,1,0,1,0,1,0.0,0.0,0,3,65,495,0,35,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495,30,525,0,0,0,0,0,0,0,0,0,0,0,0,915,0.0,0.0,0.0,0.0,0.0,0.1969413980288013,0.0,0.0,0.0,0.0,0,0,1,0
45717,30538097,3,25.0,0.0,1.0,1.0,0,3,4,250.0,1,1,30538097_3,0,1,1,1,1,0,0.0,1.0,1,3,115,695,0,40,40,0,0,0,535,55,590,0,0,0,0,0,0,0,0,0,0,0,0,160,20,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0.0,0.0,0.0,0.0,0.1033441230134662,0.0,0.0,0.0,0.0,0.0,0,1,0,0
16505,30192243,1,49.0,0.0,1.0,2.0,0,1,1,30.0,0,1,30192243_1,0,1,0,1,0,1,0.0,0.0,1,1,153,720,0,7,7,0,0,0,306,21,327,167,48,215,0,0,0,0,0,0,84,17,101,0,0,0,0,0,0,138,45,183,25,15,40,0,0,0,0,0,0,574,0.1381651108114467,0.0,0.0,0.0703918804330514,0.0,0.0,0.1201839871020992,0.0292564787431941,0.0,0.0,0,0,1,0
20691,30241986,1,54.0,0.0,1.0,1.0,0,2,1,62.5,0,1,30241986_1,0,1,0,1,1,0,0.0,1.0,1,2,175,585,0,50,50,0,0,0,585,125,710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1
81959,40671940,2,25.0,0.0,1.0,1.0,0,2,2,87.5,0,1,40671940_2,0,1,0,1,1,0,0.0,1.0,1,2,37,621,0,16,16,0,0,0,621,21,642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
21113,30246899,1,37.0,0.0,1.0,1.0,1,2,2,112.5,0,1,30246899_1,0,1,1,1,1,0,0.0,1.0,1,2,73,579,56,33,89,0,0,0,515,17,532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,23,31,877,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0150862551550445,0,0,1,0
71218,40461564,1,66.0,0.0,0.0,1.0,0,2,2,87.5,0,1,40461564_1,0,1,1,1,1,0,0.0,1.0,1,2,95,430,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,410,40,450,0,0,0,20,40,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,930,0.0,0.0,0.1713961378473014,0.0,0.0271522460436147,0.0,0.0,0.0,0.0,0.0,0,0,0,0
10708,30125768,1,39.0,1.0,1.0,97.0,0,2,1,87.5,0,1,30125768_1,0,1,1,0,0,0,0.0,0.0,0,1,80,170,30,40,70,0,0,0,0,0,0,0,0,0,50,10,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,30,120,0,0,0,0,0,0,1260,0.0,0.0202033860882869,0.0,0.0,0.0,0.0,0.0,0.0395085412836736,0.0,0.0,0,0,1,0
56602,40180037,2,22.0,0.0,0.0,2.0,0,3,1,62.5,0,1,40180037_2,0,1,0,0,0,1,0.0,0.0,1,2,30,465,0,15,15,0,0,0,465,15,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,960,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
57677,40200487,1,34.0,0.0,0.0,1.0,1,1,1,137.5,0,1,40200487_1,0,1,1,0,1,0,0.0,1.0,1,1,135,510,30,35,65,0,0,0,355,45,400,0,0,0,60,30,90,0,0,0,65,25,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,860,0.0,0.04322515404528,0.0,0.04322515404528,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0
37681,30443415,2,64.0,0.0,1.0,1.0,0,2,1,42.5,0,1,30443415_2,0,1,0,1,1,0,0.0,1.0,1,1,27,362,0,4,4,0,0,0,352,11,363,0,0,0,10,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1055,0.0,0.0089632436642701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
39637,30466070,1,49.0,0.0,0.0,1.0,0,1,1,7.5,0,1,30466070_1,0,1,0,0,1,0,0.0,1.0,1,1,30,555,0,15,15,0,0,0,555,15,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,870,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0
41836,30492102,1,44.0,0.0,1.0,1.0,0,2,1,42.5,0,0,30492102_1,0,1,1,1,1,0,0.0,1.0,1,1,143,682,86,49,135,0,0,0,537,28,565,0,0,0,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,22,4,26,17,15,32,0,0,0,13,37,50,750,0.0,0.0097341005572808,0.0,0.0,0.0,0.0,0.0148004578664883,0.0181454896681479,0.0,0.0280287236002435,0,0,1,0
11950,30139677,1,25.0,0.0,1.0,1.0,0,2,2,12.5,0,1,30139677_1,0,1,1,0,1,0,0.0,1.0,1,2,119,602,26,33,59,0,0,0,420,45,465,0,0,0,78,33,111,0,0,0,47,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,5,36,778,0.0,0.0579221639805247,0.0,0.0270507397951912,0.0,0.0,0.0,0.0,0.0,0.0196448078995123,0,1,0,0
21802,30254979,1,44.0,0.0,1.0,1.0,0,1,1,42.5,0,1,30254979_1,0,1,0,1,1,0,0.0,1.0,0,1,112,377,65,56,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,25,117,159,12,171,0,0,0,61,19,80,0,0,0,0,0,0,1072,0.0,0.0,0.0,0.0,0.0449870692619403,0.0642763432848935,0.0,0.031257693730442,0.0,0.0,0,0,1,0
